url	game_start_time	home_team_name	home_team_score	visitor_team_name	visitor_team_score	overtime
/boxscores/201410280LAL.html	10:30 pm	Los Angeles Lakers		Houston Rockets		
/boxscores/201410280NOP.html	8:00 pm	New Orleans Pelicans		Orlando Magic		
/boxscores/201410280SAS.html	8:00 pm	San Antonio Spurs		Dallas Mavericks		
/boxscores/201410290BOS.html	7:30 pm	Boston Celtics		Brooklyn Nets		
/boxscores/201410290CHO.html	7:00 pm	Charlotte Hornets		Milwaukee Bucks		
/boxscores/201410290DEN.html	9:00 pm	Denver Nuggets		Detroit Pistons		
/boxscores/201410290IND.html	7:00 pm	Indiana Pacers		Philadelphia 76ers		
/boxscores/201410290MEM.html	8:00 pm	Memphis Grizzlies		Minnesota Timberwolves		
/boxscores/201410290MIA.html	7:30 pm	Miami Heat		Washington Wizards		
/boxscores/201410290NYK.html	8:00 pm	New York Knicks		Chicago Bulls		
/boxscores/201410290PHO.html	10:00 pm	Phoenix Suns		Los Angeles Lakers		
/boxscores/201410290POR.html	10:30 pm	Portland Trail Blazers		Oklahoma City Thunder		
/boxscores/201410290SAC.html	10:00 pm	Sacramento Kings		Golden State Warriors		
/boxscores/201410290TOR.html	7:30 pm	Toronto Raptors		Atlanta Hawks		
/boxscores/201410290UTA.html	9:00 pm	Utah Jazz		Houston Rockets		
/boxscores/201410300CLE.html	8:00 pm	Cleveland Cavaliers		New York Knicks		
/boxscores/201410300DAL.html	8:30 pm	Dallas Mavericks		Utah Jazz		
/boxscores/201410300LAC.html	10:30 pm	Los Angeles Clippers		Oklahoma City Thunder		
/boxscores/201410300MIN.html	8:00 pm	Minnesota Timberwolves		Detroit Pistons		
/boxscores/201410300ORL.html	7:00 pm	Orlando Magic		Washington Wizards		
/boxscores/201410310CHI.html	8:00 pm	Chicago Bulls		Cleveland Cavaliers		
/boxscores/201410310IND.html	7:00 pm	Indiana Pacers		Memphis Grizzlies		
/boxscores/201410310LAL.html	10:30 pm	Los Angeles Lakers		Los Angeles Clippers		
/boxscores/201410310MIL.html	8:30 pm	Milwaukee Bucks		Philadelphia 76ers		
/boxscores/201410310PHO.html	10:00 pm	Phoenix Suns		San Antonio Spurs		
/boxscores/201410310SAC.html	10:00 pm	Sacramento Kings		Portland Trail Blazers		
/boxscores/201411010ATL.html	7:30 pm	Atlanta Hawks		Indiana Pacers		
/boxscores/201411010CHO.html	7:00 pm	Charlotte Hornets		Memphis Grizzlies		
/boxscores/201411010DET.html	7:30 pm	Detroit Pistons		Brooklyn Nets		
/boxscores/201411010GSW.html	10:30 pm	Golden State Warriors		Los Angeles Lakers		
/boxscores/201411010HOU.html	8:00 pm	Houston Rockets		Boston Celtics		
/boxscores/201411010MIN.html	8:00 pm	Minnesota Timberwolves		Chicago Bulls		
/boxscores/201411010NOP.html	7:00 pm	New Orleans Pelicans		Dallas Mavericks		
/boxscores/201411010OKC.html	8:00 pm	Oklahoma City Thunder		Denver Nuggets		
/boxscores/201411010ORL.html	7:00 pm	Orlando Magic		Toronto Raptors		
/boxscores/201411010PHI.html	7:00 pm	Philadelphia 76ers		Miami Heat		
