url	game_start_time	home_team_name	home_team_score	visitor_team_name	visitor_team_score	overtime
/boxscores/201510270ATL.html	8:00 pm	Atlanta Hawks		Detroit Pistons		
/boxscores/201510270CHI.html	8:00 pm	Chicago Bulls		Cleveland Cavaliers		
/boxscores/201510270GSW.html	10:30 pm	Golden State Warriors		New Orleans Pelicans		
/boxscores/201510280BOS.html	7:30 pm	Boston Celtics		Philadelphia 76ers		
/boxscores/201510280BRK.html	7:30 pm	Brooklyn Nets		Chicago Bulls		
/boxscores/201510280DET.html	7:30 pm	Detroit Pistons		Utah Jazz		
/boxscores/201510280HOU.html	8:00 pm	Houston Rockets		Denver Nuggets		
/boxscores/201510280LAL.html	10:30 pm	Los Angeles Lakers		Minnesota Timberwolves		
/boxscores/201510280MEM.html	8:00 pm	Memphis Grizzlies		Cleveland Cavaliers		
/boxscores/201510280MIA.html	7:30 pm	Miami Heat		Charlotte Hornets		
/boxscores/201510280MIL.html	8:00 pm	Milwaukee Bucks		New York Knicks		
/boxscores/201510280OKC.html	8:00 pm	Oklahoma City Thunder		San Antonio Spurs		
/boxscores/201510280ORL.html	7:00 pm	Orlando Magic		Washington Wizards		
/boxscores/201510280PHO.html	10:00 pm	Phoenix Suns		Dallas Mavericks		
/boxscores/201510280POR.html	10:00 pm	Portland Trail Blazers		New Orleans Pelicans		
/boxscores/201510280SAC.html	10:00 pm	Sacramento Kings		Los Angeles Clippers		
/boxscores/201510280TOR.html	7:30 pm	Toronto Raptors		Indiana Pacers		
/boxscores/201510290IND.html	7:00 pm	Indiana Pacers		Memphis Grizzlies		
/boxscores/201510290LAC.html	10:30 pm	Los Angeles Clippers		Dallas Mavericks		
/boxscores/201510290NYK.html	8:00 pm	New York Knicks		Atlanta Hawks		
/boxscores/201510300ATL.html	8:00 pm	Atlanta Hawks		Charlotte Hornets		
/boxscores/201510300BOS.html	7:30 pm	Boston Celtics		Toronto Raptors		
/boxscores/201510300CLE.html	7:00 pm	Cleveland Cavaliers		Miami Heat		
/boxscores/201510300DEN.html	9:00 pm	Denver Nuggets		Minnesota Timberwolves		
/boxscores/201510300DET.html	7:30 pm	Detroit Pistons		Chicago Bulls		
/boxscores/201510300HOU.html	9:30 pm	Houston Rockets		Golden State Warriors		
