ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
3,0,3,8,3,.750,4,.533,15,7,.875,8,201512110TOR,42:49,0,3,Khris Middleton,middlkh01,-4,26,0,mil,1,3
3,1,5,7,0,.000,1,.583,12,1,.500,2,201512110TOR,42:49,2,3,Giannis Antetokounmpo,antetgi01,-5,15,2,mil,4,7
4,1,2,4,1,.250,4,.308,13,0,,0,201512110TOR,34:39,1,1,O.J. Mayo,mayooj01,+3,9,3,mil,3,3
2,0,7,6,0,,0,.667,9,1,.500,2,201512110TOR,32:59,0,0,Greg Monroe,monrogr01,-3,13,3,mil,1,7
1,0,5,4,0,,0,.333,12,2,1.000,2,201512110TOR,24:47,1,3,Jabari Parker,parkeja01,-5,10,0,mil,2,6
6,1,3,1,0,.000,1,.143,7,0,,0,201512110TOR,27:29,0,3,Michael Carter-Williams,cartemi01,-8,2,0,mil,3,3
0,1,2,3,0,,0,.750,4,0,,0,201512110TOR,15:01,3,1,John Henson,hensojo01,-4,6,0,mil,1,5
0,0,3,0,0,,0,.000,7,0,,0,201512110TOR,14:16,3,3,Johnny O'Bryant,obryajo01,-6,0,1,mil,0,6
0,0,0,0,0,.000,1,.000,1,2,1.000,2,201512110TOR,5:11,0,2,Rashad Vaughn,vaughra01,-3,2,0,mil,0,0
,,,,,,,,,,,,201512110TOR,Did Not Play,,,Tyler Ennis,ennisty01,,,,mil,,
,,,,,,,,,,,,201512110TOR,Did Not Play,,,Damien Inglis,inglida01,,,,mil,,
,,,,,,,,,,,,201512110TOR,Did Not Play,,,Chris Copeland,copelch01,,,,mil,,
,,,,,,,,,,,,201512110TOR,Did Not Play,,,Miles Plumlee,plumlmi01,,,,mil,,
5,2,7,5,2,.250,8,.313,16,0,,0,201512110TOR,35:17,0,3,Kyle Lowry,lowryky01,0,12,1,tor,5,7
1,1,3,8,0,.000,1,.471,17,11,.917,12,201512110TOR,34:50,0,3,DeMar DeRozan,derozde01,-2,27,2,tor,0,3
0,1,7,2,0,,0,.667,3,0,.000,1,201512110TOR,33:53,2,4,Bismack Biyombo,biyombi01,+11,4,1,tor,4,9
3,1,1,3,1,.250,4,.429,7,0,,0,201512110TOR,30:53,0,2,Terrence Ross,rosste01,+8,7,1,tor,2,1
2,1,4,6,0,.000,1,.545,11,0,,0,201512110TOR,29:56,4,3,Luis Scola,scolalu01,-12,12,0,tor,2,8
3,1,3,4,1,1.000,1,.667,6,4,.500,8,201512110TOR,32:19,0,2,Cory Joseph,josepco01,+15,13,3,tor,2,3
2,1,5,3,2,.500,4,.500,6,0,,0,201512110TOR,32:11,1,2,Patrick Patterson,pattepa01,+15,8,0,tor,0,6
0,0,2,3,1,1.000,1,.750,4,0,.000,2,201512110TOR,10:41,0,4,James Johnson,johnsja01,0,7,1,tor,1,2
,,,,,,,,,,,,201512110TOR,Did Not Play,,,Bruno Caboclo,cabocbr01,,,,tor,,
,,,,,,,,,,,,201512110TOR,Did Not Play,,,Delon Wright,wrighde01,,,,tor,,
,,,,,,,,,,,,201512110TOR,Did Not Play,,,Norman Powell,powelno01,,,,tor,,
,,,,,,,,,,,,201512110TOR,Did Not Play,,,Anthony Bennett,bennean01,,,,tor,,
,,,,,,,,,,,,201512110TOR,Did Not Play,,,Lucas Nogueira,noguelu01,,,,tor,,
