ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
4,1,6,9,2,.250,8,.375,24,6,.750,8,201212110NOH,41:35,0,1,Jordan Crawford,crawfjo02,+13,26,0,was,2,6
4,0,6,6,1,.250,4,.500,12,2,1.000,2,201212110NOH,38:33,1,2,Bradley Beal,bealbr01,+2,15,1,was,1,7
0,2,3,1,0,.000,1,.143,7,0,,0,201212110NOH,30:46,2,4,Chris Singleton,singlch01,-1,2,0,was,2,5
2,2,3,3,0,,0,.750,4,0,,0,201212110NOH,24:37,1,3,Emeka Okafor,okafoem01,-2,6,0,was,2,4
0,0,2,0,0,.000,1,.000,4,2,.667,3,201212110NOH,17:50,1,3,Martell Webster,webstma02,-7,2,0,was,2,3
0,1,4,2,2,.400,5,.200,10,0,,0,201212110NOH,30:52,0,2,Cartier Martin,martica01,+20,6,0,was,0,4
1,0,7,3,0,,0,.375,8,4,1.000,4,201212110NOH,20:07,3,4,Nene Hilario,hilarne01,+9,10,1,was,3,10
1,0,7,3,0,,0,.429,7,2,1.000,2,201212110NOH,16:17,1,1,Kevin Seraphin,serapke01,+4,8,0,was,2,8
1,0,0,0,0,,0,.000,5,2,1.000,2,201212110NOH,15:52,0,1,Shaun Livingston,livinsh01,-1,2,1,was,0,0
1,0,1,0,0,,0,.000,1,0,.000,2,201212110NOH,3:31,1,1,Jan Vesely,veselja01,-2,0,0,was,0,2
0,0,7,7,3,.250,12,.333,21,0,,0,201212110NOH,37:45,4,3,Ryan Anderson,anderry01,-4,17,1,noh,1,11
3,0,5,5,0,.000,1,.625,8,1,.250,4,201212110NOH,33:36,0,1,Austin Rivers,riverau01,-9,11,0,noh,0,5
5,0,7,2,0,.000,1,.143,14,1,.500,2,201212110NOH,30:26,1,4,Greivis Vasquez,vasqugr01,-2,5,1,noh,0,8
1,0,6,2,0,,0,.250,8,2,1.000,2,201212110NOH,26:35,0,3,Al-Farouq Aminu,aminual01,0,6,1,noh,1,6
1,5,5,1,0,,0,.333,3,0,,0,201212110NOH,22:26,5,1,Robin Lopez,lopezro01,+2,2,0,noh,4,10
0,3,6,5,0,,0,.500,10,3,1.000,3,201212110NOH,24:54,2,5,Anthony Davis,davisan02,-7,13,3,noh,2,8
4,0,1,2,0,,0,.333,6,2,.500,4,201212110NOH,17:34,0,1,Brian Roberts,roberbr01,-5,6,0,noh,1,1
0,0,2,1,1,.500,2,.250,4,2,.667,3,201212110NOH,16:38,0,3,Roger Mason,masonro01,+1,5,0,noh,2,2
0,1,2,0,0,,0,.000,2,0,,0,201212110NOH,12:25,0,3,Darius Miller,milleda01,0,0,2,noh,2,2
0,0,1,1,0,,0,.250,4,3,.750,4,201212110NOH,10:51,0,3,Jason Smith,smithja02,-3,5,0,noh,2,1
0,0,0,0,0,,0,,0,0,,0,201212110NOH,6:50,0,1,Lance Thomas,thomala01,-8,0,0,noh,0,0
