ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
13,0,4,9,4,.571,7,.529,17,3,.750,4,201310300PHI,36:38,0,3,LeBron James,jamesle01,-8,25,0,mia,4,4
1,0,7,8,2,.667,3,.615,13,4,1.000,4,201310300PHI,34:15,3,4,Chris Bosh,boshch01,-5,22,1,mia,4,10
4,0,3,6,4,.667,6,.462,13,0,,0,201310300PHI,30:35,2,4,Mario Chalmers,chalmma01,-14,16,3,mia,2,5
2,0,0,1,1,.500,2,.333,3,0,,0,201310300PHI,14:38,0,1,Roger Mason,masonro01,-6,3,0,mia,2,0
0,0,0,1,0,,0,1.000,1,0,.000,1,201310300PHI,11:32,0,0,Udonis Haslem,hasleud01,-12,2,0,mia,1,0
1,0,5,7,4,.444,9,.538,13,1,1.000,1,201310300PHI,27:51,1,0,Ray Allen,allenra02,+1,19,2,mia,0,6
3,0,3,5,0,.000,2,.625,8,0,,0,201310300PHI,26:57,0,4,Norris Cole,coleno01,+9,10,0,mia,2,3
0,0,1,1,0,.000,7,.125,8,0,,0,201310300PHI,23:41,1,4,Shane Battier,battish01,+5,2,0,mia,0,2
5,0,1,4,1,.250,4,.500,8,2,.667,3,201310300PHI,20:08,0,2,Rashard Lewis,lewisra02,+9,11,1,mia,1,1
1,0,0,0,0,,0,.000,1,0,,0,201310300PHI,13:45,0,3,Chris Andersen,anderch01,+1,0,0,mia,3,0
,,,,,,,,,,,,201310300PHI,Did Not Play,,,James Jones,jonesja02,,,,mia,,
,,,,,,,,,,,,201310300PHI,Did Not Play,,,Michael Beasley,beaslmi01,,,,mia,,
,,,,,,,,,,,,201310300PHI,Did Not Play,,,Joel Anthony,anthojo01,,,,mia,,
5,0,4,10,0,.000,4,.526,19,6,1.000,6,201310300PHI,37:13,0,3,Evan Turner,turneev01,+3,26,1,phi,3,4
12,0,7,6,4,.667,6,.600,10,6,.750,8,201310300PHI,36:10,0,1,Michael Carter-Williams,cartemi01,+12,22,9,phi,1,7
1,0,6,3,2,.400,5,.375,8,0,,0,201310300PHI,35:24,0,3,James Anderson,anderja01,+2,8,2,phi,3,6
2,0,2,5,0,.000,1,.333,15,0,,0,201310300PHI,34:20,4,2,Thaddeus Young,youngth01,+11,10,2,phi,5,6
2,0,6,10,1,.500,2,.714,14,3,.750,4,201310300PHI,29:23,3,4,Spencer Hawes,hawessp01,+5,24,0,phi,2,9
2,0,3,6,1,.333,3,.667,9,1,.500,2,201310300PHI,23:23,1,1,Tony Wroten,wroteto01,+3,14,1,phi,2,4
0,0,3,1,0,,0,.333,3,2,1.000,2,201310300PHI,17:25,0,2,Lavoy Allen,allenla01,-2,4,0,phi,0,3
0,1,1,1,0,,0,1.000,1,2,1.000,2,201310300PHI,14:52,0,4,Daniel Orton,ortonda01,-6,4,1,phi,1,1
0,0,0,1,0,,0,1.000,1,0,,0,201310300PHI,11:50,0,1,Darius Morris,morrida01,-8,2,0,phi,1,0
,,,,,,,,,,,,201310300PHI,Did Not Play,,,Brandon Davies,daviebr01,,,,phi,,
,,,,,,,,,,,,201310300PHI,Did Not Play,,,Kwame Brown,brownkw01,,,,phi,,
,,,,,,,,,,,,201310300PHI,Did Not Play,,,Hollis Thompson,thompho01,,,,phi,,
