ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
8,0,2,2,1,.250,4,.222,9,7,.875,8,201703210LAL,25:58,1,2,Blake Griffin,griffbl01,+17,12,0,lac,4,3
4,0,6,9,4,.500,8,.600,15,5,1.000,5,201703210LAL,25:01,2,2,Chris Paul,paulch01,+17,27,1,lac,2,8
1,2,5,6,0,,0,.667,9,0,,0,201703210LAL,23:19,6,1,DeAndre Jordan,jordade01,+19,12,0,lac,1,11
0,0,3,7,4,.800,5,.778,9,6,1.000,6,201703210LAL,17:38,0,3,J.J. Redick,redicjj01,+17,24,1,lac,2,3
1,0,1,0,0,.000,1,.000,2,1,.500,2,201703210LAL,17:00,1,1,Luc Mbah a Moute,mbahalu01,+10,1,0,lac,0,2
4,0,4,6,1,.250,4,.545,11,5,.833,6,201703210LAL,31:00,0,2,Austin Rivers,riverau01,+14,18,0,lac,1,4
3,0,2,6,3,.500,6,.600,10,0,,0,201703210LAL,30:22,0,2,Jamal Crawford,crawfja01,+7,15,1,lac,1,2
1,0,1,2,0,,0,.500,4,0,.000,1,201703210LAL,22:59,0,1,Raymond Felton,feltora01,+7,4,0,lac,1,1
1,0,4,4,2,.500,4,.500,8,0,,0,201703210LAL,18:37,3,2,Marreese Speights,speigma01,+6,10,0,lac,1,7
0,1,2,3,0,,0,.500,6,4,1.000,4,201703210LAL,14:39,0,3,Brandon Bass,bassbr01,-11,10,1,lac,2,2
0,1,2,0,0,,0,,0,0,,0,201703210LAL,7:23,0,1,Paul Pierce,piercpa01,+18,0,0,lac,0,2
0,0,3,0,0,.000,1,.000,1,0,,0,201703210LAL,6:04,0,1,Wesley Johnson,johnswe01,-1,0,0,lac,0,3
,,,,,,,,,,,,201703210LAL,Did Not Play,,,Alan Anderson,anderal01,,,,lac,,
3,0,4,8,2,.500,4,.571,14,3,.375,8,201703210LAL,40:14,1,1,Brandon Ingram,ingrabr01,-14,21,2,lal,2,5
5,0,3,1,0,.000,4,.111,9,3,1.000,3,201703210LAL,36:24,0,4,Jordan Clarkson,clarkjo01,-27,5,0,lal,2,3
5,0,2,7,3,.429,7,.467,15,1,.500,2,201703210LAL,36:12,0,3,D'Angelo Russell,russeda01,-8,18,3,lal,1,2
3,1,6,8,0,,0,.571,14,1,.500,2,201703210LAL,35:50,1,5,Ivica Zubac,zubaciv01,-6,17,1,lal,1,7
3,1,4,7,1,.500,2,.538,13,4,.800,5,201703210LAL,30:49,3,3,Julius Randle,randlju01,-3,19,1,lal,1,7
0,0,2,1,0,,0,.333,3,0,,0,201703210LAL,14:01,1,2,David Nwaba,nwabada01,-15,2,0,lal,0,3
1,1,0,1,0,.000,1,.200,5,0,.000,2,201703210LAL,11:48,1,1,Corey Brewer,breweco01,-16,2,0,lal,0,1
1,0,4,7,0,,0,.875,8,2,1.000,2,201703210LAL,10:11,2,2,Thomas Robinson,robinth01,-2,16,0,lal,0,6
0,0,1,2,0,,0,.667,3,0,,0,201703210LAL,8:16,2,0,Larry Nance,nancela02,-17,4,0,lal,0,3
0,0,0,0,0,,0,.000,3,0,,0,201703210LAL,8:15,3,1,Tarik Black,blackta01,-13,0,0,lal,1,3
2,0,1,1,0,.000,2,.200,5,3,1.000,3,201703210LAL,8:00,0,0,Tyler Ennis,ennisty01,+1,5,1,lal,0,1
,,,,,,,,,,,,201703210LAL,Did Not Play,,,Metta World Peace,artesro01,,,,lal,,
,,,,,,,,,,,,201703210LAL,Did Not Play,,,Nick Young,youngni01,,,,lal,,
