ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
9,0,16,14,3,.250,12,.467,30,17,.944,18,201703030PHO,38:05,1,4,Russell Westbrook,westbru01,+10,48,3,okc,4,17
0,0,1,5,3,.375,8,.455,11,0,,0,201703030PHO,32:31,0,4,Alex Abrines,abrinal01,-1,13,1,okc,1,1
0,2,2,3,1,.333,3,.600,5,1,.500,2,201703030PHO,31:24,1,2,Andre Roberson,roberan03,+2,8,1,okc,2,3
1,1,7,3,0,,0,.750,4,3,.500,6,201703030PHO,29:57,3,6,Steven Adams,adamsst01,+3,9,1,okc,2,10
0,0,2,4,2,1.000,2,.800,5,1,.500,2,201703030PHO,13:10,1,2,Domantas Sabonis,sabondo01,0,11,1,okc,0,3
1,0,1,2,0,.000,4,.250,8,2,1.000,2,201703030PHO,35:29,0,1,Doug McDermott,mcderdo01,-8,6,0,okc,1,1
1,0,3,4,0,.000,1,.444,9,3,1.000,3,201703030PHO,22:56,2,1,Enes Kanter,kanteen01,-10,11,0,okc,1,5
0,1,3,1,0,,0,.333,3,1,.500,2,201703030PHO,14:10,1,1,Taj Gibson,gibsota01,-8,3,1,okc,4,4
2,1,0,0,0,.000,4,.000,6,0,,0,201703030PHO,12:05,2,5,Jerami Grant,grantje01,-6,0,1,okc,2,2
0,0,1,1,0,.000,1,.167,6,0,,0,201703030PHO,9:55,0,4,Norris Cole,coleno01,-17,2,0,okc,2,1
0,0,0,0,0,,0,,0,0,,0,201703030PHO,0:18,0,0,Semaj Christon,chrisse01,0,0,1,okc,0,0
,,,,,,,,,,,,201703030PHO,Did Not Play,,,Kyle Singler,singlky01,,,,okc,,
,,,,,,,,,,,,201703030PHO,Did Not Play,,,Nick Collison,collini01,,,,okc,,
3,1,7,5,2,.286,7,.385,13,5,.833,6,201703030PHO,33:29,0,2,Devin Booker,bookede01,-2,17,0,pho,6,7
5,1,3,4,0,.000,3,.267,15,10,.769,13,201703030PHO,29:28,0,1,Eric Bledsoe,bledser01,-11,18,4,pho,2,3
2,0,6,6,0,,0,.667,9,3,.600,5,201703030PHO,27:08,1,2,T.J. Warren,warretj01,-1,15,0,pho,1,7
1,1,2,3,1,.250,4,.375,8,0,,0,201703030PHO,26:07,0,2,Marquese Chriss,chrisma01,-4,7,2,pho,0,2
1,0,1,2,0,.000,1,.500,4,2,1.000,2,201703030PHO,12:38,1,4,Alex Len,lenal01,-1,6,0,pho,0,2
1,3,7,7,0,,0,.467,15,0,,0,201703030PHO,29:32,6,4,Alan Williams,willial03,+3,14,1,pho,2,13
5,1,5,3,1,.500,2,.750,4,0,,0,201703030PHO,26:08,0,5,Jared Dudley,dudleja01,+18,7,0,pho,2,5
7,0,4,6,0,,0,.667,9,2,1.000,2,201703030PHO,20:54,0,2,Tyler Ulis,ulisty01,+17,14,3,pho,4,4
2,0,1,5,1,.250,4,.556,9,3,1.000,3,201703030PHO,19:36,0,0,Leandro Barbosa,barbole01,+8,14,0,pho,0,1
1,0,0,3,0,,0,1.000,3,0,,0,201703030PHO,15:00,1,4,Derrick Jones,jonesde02,+8,6,0,pho,0,1
,,,,,,,,,,,,201703030PHO,Did Not Play,,,Brandon Knight,knighbr03,,,,pho,,
,,,,,,,,,,,,201703030PHO,Did Not Play,,,Ronnie Price,pricero01,,,,pho,,
,,,,,,,,,,,,201703030PHO,Did Not Play,,,Tyson Chandler,chandty01,,,,pho,,
