ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
6,0,4,12,5,.556,9,.545,22,0,,0,201702070DAL,39:35,1,5,Damian Lillard,lillada01,+6,29,2,por,2,5
3,0,0,13,2,.500,4,.619,21,4,1.000,4,201702070DAL,39:26,2,4,C.J. McCollum,mccolcj01,-4,32,1,por,2,2
2,0,11,3,0,,0,.750,4,6,1.000,6,201702070DAL,26:33,4,5,Mason Plumlee,plumlma01,+23,12,1,por,1,15
4,0,2,4,1,.250,4,.571,7,2,1.000,2,201702070DAL,23:00,0,0,Evan Turner,turneev01,+9,11,0,por,3,2
0,0,7,0,0,,0,.000,2,0,.000,2,201702070DAL,22:16,1,2,Noah Vonleh,vonleno01,+2,0,0,por,3,8
1,1,9,4,2,.400,5,.400,10,2,1.000,2,201702070DAL,28:08,2,2,Al-Farouq Aminu,aminual01,-3,12,1,por,1,11
0,1,2,2,1,.500,2,.222,9,3,.500,6,201702070DAL,21:47,5,1,Maurice Harkless,harklma01,+2,8,0,por,1,7
0,0,0,1,0,.000,4,.167,6,2,1.000,2,201702070DAL,21:40,0,5,Allen Crabbe,crabbal01,-12,4,0,por,1,0
1,0,2,3,0,,0,.600,5,0,,0,201702070DAL,17:35,3,2,Ed Davis,davised01,-18,6,1,por,1,5
,,,,,,,,,,,,201702070DAL,Did Not Play,,,Shabazz Napier,napiesh01,,,,por,,
,,,,,,,,,,,,201702070DAL,Did Not Play,,,Pat Connaughton,connapa01,,,,por,,
,,,,,,,,,,,,201702070DAL,Did Not Play,,,Meyers Leonard,leoname01,,,,por,,
5,0,1,9,3,.429,7,.529,17,2,1.000,2,201702070DAL,38:53,1,4,Wesley Matthews,matthwe02,+3,23,1,dal,1,2
0,0,5,10,1,.333,3,.526,19,5,.625,8,201702070DAL,37:40,0,2,Harrison Barnes,barneha02,-7,26,2,dal,2,5
2,0,2,4,1,.250,4,.444,9,3,1.000,3,201702070DAL,34:53,0,2,Yogi Ferrell,ferreyo01,+7,12,1,dal,2,2
3,2,5,7,4,.571,7,.438,16,7,1.000,7,201702070DAL,30:07,0,2,Dirk Nowitzki,nowitdi01,-1,25,0,dal,0,5
3,0,0,1,0,,0,1.000,1,2,1.000,2,201702070DAL,27:05,0,4,Seth Curry,curryse01,-16,4,0,dal,0,0
2,0,7,3,2,.500,4,.375,8,4,.667,6,201702070DAL,26:53,0,3,Devin Harris,harride01,+8,12,1,dal,1,7
1,0,2,1,1,.333,3,.333,3,2,1.000,2,201702070DAL,17:04,0,2,Dorian Finney-Smith,finnedo01,-9,5,0,dal,1,2
0,3,4,2,0,,0,1.000,2,2,1.000,2,201702070DAL,15:09,1,3,Salah Mejri,mejrisa01,0,6,0,dal,0,5
0,1,2,0,0,,0,,0,0,,0,201702070DAL,12:16,0,0,Dwight Powell,poweldw01,+10,0,1,dal,0,2
,,,,,,,,,,,,201702070DAL,Did Not Play,,,Deron Williams,willide01,,,,dal,,
,,,,,,,,,,,,201702070DAL,Did Not Play,,,Justin Anderson,anderju01,,,,dal,,
,,,,,,,,,,,,201702070DAL,Did Not Play,,,Nicolas Brussino,brussni01,,,,dal,,
