ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
5,2,6,13,3,.500,6,.448,29,4,.800,5,201511050CHI,40:48,0,2,Kevin Durant,duranke01,+2,33,0,okc,3,6
1,2,5,8,1,1.000,1,.571,14,0,.000,2,201511050CHI,40:04,1,2,Serge Ibaka,ibakase01,0,17,0,okc,1,6
10,0,6,7,0,.000,2,.389,18,6,1.000,6,201511050CHI,38:34,2,2,Russell Westbrook,westbru01,+8,20,1,okc,2,8
1,2,6,3,0,,0,.750,4,0,,0,201511050CHI,24:58,0,1,Steven Adams,adamsst01,+11,6,0,okc,0,6
1,0,1,1,1,.500,2,.333,3,0,,0,201511050CHI,14:49,1,2,Andre Roberson,roberan03,+11,3,1,okc,0,2
1,0,4,2,0,,0,.667,3,0,,0,201511050CHI,27:17,1,3,Dion Waiters,waitedi01,-8,4,0,okc,1,5
1,1,4,3,0,,0,.429,7,5,1.000,5,201511050CHI,22:11,4,3,Enes Kanter,kanteen01,-9,11,0,okc,1,8
1,1,3,1,0,.000,1,.250,4,2,1.000,2,201511050CHI,13:39,0,0,D.J. Augustin,augusdj01,-15,4,0,okc,0,3
0,0,0,0,0,,0,,0,0,,0,201511050CHI,8:40,0,2,Nick Collison,collini01,-14,0,0,okc,1,0
0,0,0,0,0,,0,,0,0,,0,201511050CHI,5:10,0,0,Anthony Morrow,morroan01,-14,0,0,okc,0,0
0,0,0,0,0,.000,1,.000,2,0,,0,201511050CHI,3:50,0,1,Kyle Singler,singlky01,-2,0,0,okc,0,0
,,,,,,,,,,,,201511050CHI,Did Not Play,,,Cameron Payne,payneca01,,,,okc,,
,,,,,,,,,,,,201511050CHI,Did Not Play,,,Mitch McGary,mcgarmi01,,,,okc,,
2,2,3,8,4,.800,5,.400,20,6,1.000,6,201511050CHI,37:55,1,4,Jimmy Butler,butleji01,-2,26,1,chi,0,4
6,0,4,12,0,.000,1,.480,25,5,.833,6,201511050CHI,37:29,1,1,Derrick Rose,rosede01,+4,29,0,chi,2,5
2,1,7,5,0,,0,.417,12,1,.250,4,201511050CHI,31:57,3,1,Pau Gasol,gasolpa01,-6,11,1,chi,0,10
0,0,1,3,1,.333,3,.600,5,2,1.000,2,201511050CHI,23:03,0,1,Doug McDermott,mcderdo01,-14,9,0,chi,0,1
1,0,3,1,0,.000,3,.200,5,0,,0,201511050CHI,15:59,1,1,Nikola Mirotic,mirotni01,-12,2,0,chi,2,4
5,1,3,2,0,,0,.400,5,0,,0,201511050CHI,25:57,4,4,Joakim Noah,noahjo01,+16,4,0,chi,1,7
3,2,4,4,0,,0,.800,5,1,1.000,1,201511050CHI,22:07,0,2,Taj Gibson,gibsota01,+14,9,0,chi,0,4
0,1,5,0,0,,0,.000,1,0,,0,201511050CHI,21:47,0,1,E'Twaun Moore,mooreet01,+12,0,1,chi,0,5
0,0,1,4,1,.333,3,.500,8,0,,0,201511050CHI,13:02,1,1,Aaron Brooks,brookaa01,+11,9,0,chi,0,2
1,0,5,1,1,.333,3,.250,4,2,1.000,2,201511050CHI,10:44,0,1,Tony Snell,snellto01,+7,5,0,chi,1,5
,,,,,,,,,,,,201511050CHI,Did Not Play,,,Cameron Bairstow,bairsca01,,,,chi,,
,,,,,,,,,,,,201511050CHI,Did Not Play,,,Cristiano Felicio,feliccr01,,,,chi,,
,,,,,,,,,,,,201511050CHI,Did Not Play,,,Bobby Portis,portibo01,,,,chi,,
