ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
11,0,4,4,0,,0,.444,9,2,.500,4,201211100MIL,37:11,1,4,Rajon Rondo,rondora01,+4,10,1,bos,4,5
3,1,8,8,3,.429,7,.444,18,6,.750,8,201211100MIL,35:14,1,2,Paul Pierce,piercpa01,+8,25,1,bos,2,9
3,0,5,6,0,,0,.600,10,6,1.000,6,201211100MIL,30:46,1,0,Kevin Garnett,garneke01,+7,18,0,bos,0,6
0,1,5,3,0,,0,.500,6,2,1.000,2,201211100MIL,30:43,2,6,Brandon Bass,bassbr01,+4,8,0,bos,1,7
1,0,1,5,2,.667,3,.714,7,3,.750,4,201211100MIL,22:24,0,2,Jason Terry,terryja01,+5,15,0,bos,1,1
1,0,1,0,0,.000,2,.000,3,0,,0,201211100MIL,28:00,0,0,Courtney Lee,leeco01,+3,0,0,bos,0,1
0,2,3,3,0,.000,1,.375,8,6,.750,8,201211100MIL,25:20,0,3,Jeff Green,greenje02,-1,12,1,bos,3,3
0,0,2,3,0,,0,.600,5,0,,0,201211100MIL,15:06,1,3,Chris Wilcox,wilcoch01,-5,6,1,bos,2,3
1,0,1,0,0,.000,2,.000,6,0,,0,201211100MIL,8:27,0,0,Leandro Barbosa,barbole01,-4,0,0,bos,1,1
0,0,3,0,0,,0,,0,2,1.000,2,201211100MIL,6:49,1,2,Jared Sullinger,sullija01,-1,2,0,bos,0,4
5,0,3,1,1,.143,7,.091,11,1,.500,2,201211100MIL,41:35,1,4,Brandon Jennings,jennibr01,-9,4,2,mil,3,4
8,0,1,11,1,.250,4,.458,24,9,.900,10,201211100MIL,38:06,1,1,Monta Ellis,ellismo01,-4,32,2,mil,1,2
2,0,5,3,1,.250,4,.250,12,3,.500,6,201211100MIL,32:17,1,1,Ersan Ilyasova,ilyaser01,-7,10,0,mil,1,6
1,0,4,6,0,,0,.750,8,2,.500,4,201211100MIL,21:34,4,4,Samuel Dalembert,dalemsa01,-7,14,0,mil,0,8
0,0,2,1,0,.000,1,.333,3,0,,0,201211100MIL,10:14,0,2,Tobias Harris,harrito02,-9,2,0,mil,0,2
0,1,7,4,0,,0,.571,7,2,1.000,2,201211100MIL,26:22,5,6,Larry Sanders,sandela01,+4,10,0,mil,1,12
2,1,2,5,0,.000,1,.556,9,2,1.000,2,201211100MIL,23:49,0,0,Marquis Daniels,daniema01,+7,12,2,mil,1,2
1,0,2,1,0,.000,1,.200,5,0,,0,201211100MIL,16:44,1,2,Beno Udrih,udrihbe01,+2,2,1,mil,3,3
0,1,2,2,0,,0,.400,5,0,,0,201211100MIL,15:42,2,1,Ekpe Udoh,udohek01,+6,4,0,mil,0,4
1,0,0,1,0,.000,1,.250,4,0,,0,201211100MIL,13:37,1,4,Mike Dunleavy,dunlemi02,-3,2,0,mil,1,1
