ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
6,0,9,9,1,.143,7,.375,24,17,.850,20,201304240OKC,45:20,2,3,James Harden,hardeja01,-4,36,1,hou,6,11
6,1,7,7,2,.500,4,.538,13,0,,0,201304240OKC,41:13,5,4,Patrick Beverley,beverpa01,+4,16,2,hou,3,12
0,0,4,7,3,.300,10,.304,23,0,,0,201304240OKC,39:45,3,3,Chandler Parsons,parsoch01,+2,17,0,hou,1,7
0,1,11,3,0,,0,.500,6,3,.750,4,201304240OKC,33:47,3,4,Omer Asik,asikom01,+12,9,1,hou,2,14
3,0,4,3,1,.333,3,.429,7,0,,0,201304240OKC,19:38,0,2,Jeremy Lin,linje01,0,7,0,hou,2,4
1,0,2,4,3,.300,10,.308,13,0,,0,201304240OKC,35:50,1,3,Carlos Delfino,delfica01,-2,11,0,hou,0,3
0,0,1,3,0,,0,1.000,3,0,,0,201304240OKC,14:14,4,4,Greg Smith,smithgr02,-15,6,0,hou,1,5
0,0,1,0,0,.000,1,.000,1,0,.000,1,201304240OKC,6:29,0,0,Francisco Garcia,garcifr01,-5,0,0,hou,0,1
0,1,0,0,0,,0,.000,1,0,,0,201304240OKC,3:44,0,0,Aaron Brooks,brookaa01,-7,0,0,hou,1,0
9,1,3,10,2,.222,9,.400,25,7,.875,8,201304240OKC,45:30,1,1,Kevin Durant,duranke01,-1,29,0,okc,1,4
4,0,4,10,1,.143,7,.385,26,8,.800,10,201304240OKC,37:09,1,3,Russell Westbrook,westbru01,+1,29,4,okc,4,5
2,1,5,4,3,.429,7,.444,9,0,,0,201304240OKC,35:30,2,4,Thabo Sefolosha,sefolth01,+1,11,0,okc,1,7
2,6,8,5,0,,0,.833,6,2,1.000,2,201304240OKC,33:31,3,2,Serge Ibaka,ibakase01,0,12,0,okc,0,11
0,1,5,2,0,,0,.667,3,0,,0,201304240OKC,28:39,1,5,Kendrick Perkins,perkike01,+8,4,2,okc,4,6
0,0,0,3,3,.429,7,.333,9,1,.500,2,201304240OKC,21:26,0,1,Kevin Martin,martike02,-4,10,1,okc,1,0
3,0,4,2,2,.500,4,.500,4,0,,0,201304240OKC,19:25,0,3,Reggie Jackson,jacksre01,+10,6,0,okc,1,4
0,0,1,1,0,,0,.500,2,2,1.000,2,201304240OKC,12:17,2,3,Nick Collison,collini01,+6,4,1,okc,0,3
0,0,0,0,0,.000,1,.000,1,0,,0,201304240OKC,6:30,0,0,Derek Fisher,fishede01,-4,0,0,okc,0,0
0,0,0,0,0,,0,,0,0,,0,201304240OKC,0:04,0,0,DeAndre Liggins,liggide01,-2,0,0,okc,0,0
