ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
4,1,10,6,1,.250,4,.316,19,4,1.000,4,201701050NOP,33:27,0,1,Paul Millsap,millspa01,+7,17,2,atl,2,10
4,0,3,8,2,.400,5,.444,18,5,.833,6,201701050NOP,33:00,3,1,Dennis Schroder,schrode01,0,23,1,atl,4,6
5,3,5,3,1,.500,2,.500,6,0,,0,201701050NOP,32:23,1,2,Thabo Sefolosha,sefolth01,+14,7,1,atl,2,6
1,1,8,5,0,,0,.625,8,2,.500,4,201701050NOP,29:51,4,3,Dwight Howard,howardw01,+2,12,0,atl,1,12
1,0,3,1,0,,0,.250,4,0,,0,201701050NOP,21:11,0,3,Kent Bazemore,bazemke01,0,2,0,atl,1,3
0,0,6,5,4,.571,7,.417,12,0,,0,201701050NOP,25:40,0,0,Tim Hardaway,hardati02,+7,14,1,atl,0,6
8,0,3,2,0,.000,2,.333,6,3,1.000,3,201701050NOP,19:50,0,0,Malcolm Delaney,delanma01,-2,7,3,atl,3,3
0,1,2,4,1,1.000,1,.444,9,0,,0,201701050NOP,19:48,4,1,Mike Muscala,muscami01,+1,9,1,atl,0,6
0,0,1,3,0,.000,1,.750,4,0,,0,201701050NOP,14:49,0,1,DeAndre' Bembry,bembrde01,-6,6,0,atl,0,1
0,0,2,1,0,.000,1,.250,4,0,,0,201701050NOP,10:01,0,2,Kris Humphries,humphkr01,+2,2,0,atl,1,2
,,,,,,,,,,,,201701050NOP,Did Not Play,,,Kyle Korver,korveky01,,,,atl,,
,,,,,,,,,,,,201701050NOP,Did Not Play,,,Ryan Kelly,kellyry01,,,,atl,,
3,0,11,7,0,,0,.350,20,6,.750,8,201701050NOP,36:52,7,5,Anthony Davis,davisan02,-1,20,2,nop,3,18
5,0,2,5,4,.667,6,.385,13,4,1.000,4,201701050NOP,35:24,0,2,Jrue Holiday,holidjr01,-9,18,1,nop,4,2
4,0,5,5,4,.444,9,.313,16,1,1.000,1,201701050NOP,30:42,2,2,Buddy Hield,hieldbu01,-17,15,1,nop,0,7
1,0,5,2,1,.333,3,.500,4,0,,0,201701050NOP,27:17,0,1,Dante Cunningham,cunnida01,-4,5,1,nop,1,5
1,0,3,1,1,.333,3,.250,4,0,,0,201701050NOP,21:49,0,1,Solomon Hill,hillso01,-6,3,0,nop,1,3
1,3,7,6,0,,0,.500,12,0,.000,1,201701050NOP,29:57,4,0,Terrence Jones,joneste01,-2,12,1,nop,3,11
0,1,1,3,2,.333,6,.273,11,0,,0,201701050NOP,27:06,1,4,E'Twaun Moore,mooreet01,0,8,0,nop,1,2
1,0,1,2,2,.333,6,.286,7,0,,0,201701050NOP,18:17,1,3,Langston Galloway,gallola01,+10,6,2,nop,0,2
3,0,2,3,1,.500,2,.500,6,0,,0,201701050NOP,12:36,0,0,Tyreke Evans,evansty01,+4,7,0,nop,2,2
,,,,,,,,,,,,201701050NOP,Did Not Play,,,Alexis Ajinca,ajincal01,,,,nop,,
,,,,,,,,,,,,201701050NOP,Did Not Play,,,Cheick Diallo,diallch01,,,,nop,,
,,,,,,,,,,,,201701050NOP,Did Not Play,,,Omer Asik,asikom01,,,,nop,,
,,,,,,,,,,,,201701050NOP,Did Not Play,,,Tim Frazier,fraziti01,,,,nop,,
