ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
4,0,2,10,2,.500,4,.588,17,2,.400,5,201702130MIA,35:42,0,2,Evan Fournier,fournev01,+13,24,1,orl,3,2
3,0,13,4,0,,0,.286,14,5,.625,8,201702130MIA,31:29,4,2,Nikola Vucevic,vucevni01,+2,13,3,orl,1,17
3,1,5,3,0,.000,1,.500,6,2,.500,4,201702130MIA,29:26,1,3,Aaron Gordon,gordoaa01,+8,8,2,orl,5,6
0,1,3,7,1,1.000,1,.778,9,2,1.000,2,201702130MIA,28:11,5,3,Serge Ibaka,ibakase01,+1,17,1,orl,0,8
1,0,0,2,1,.500,2,.333,6,0,,0,201702130MIA,16:44,0,0,C.J. Watson,watsocj01,-7,5,0,orl,2,0
4,0,5,7,0,,0,.467,15,6,.857,7,201702130MIA,31:16,0,2,Elfrid Payton,paytoel01,+16,20,0,orl,0,5
0,0,2,5,0,.000,2,.455,11,3,1.000,3,201702130MIA,20:14,0,4,Jeff Green,greenje02,+10,13,1,orl,0,2
1,0,1,4,3,1.000,3,.667,6,0,,0,201702130MIA,16:06,0,1,Mario Hezonja,hezonma01,-4,11,1,orl,1,1
1,1,5,1,0,,0,.500,2,0,,0,201702130MIA,16:06,5,3,Bismack Biyombo,biyombi01,+5,2,0,orl,1,10
1,0,1,1,1,1.000,1,.250,4,0,,0,201702130MIA,14:46,0,2,D.J. Augustin,augusdj01,+1,3,0,orl,1,1
,,,,,,,,,,,,201702130MIA,Did Not Play,,,Damjan Rudez,rudezda01,,,,orl,,
,,,,,,,,,,,,201702130MIA,Did Not Play,,,Stephen Zimmerman,zimmest01,,,,orl,,
1,1,2,6,0,.000,1,.400,15,10,1.000,10,201702130MIA,35:41,1,3,Goran Dragic,dragigo01,+7,22,1,mia,2,3
1,2,18,5,0,,0,.714,7,2,.667,3,201702130MIA,35:33,1,4,Hassan Whiteside,whiteha01,-6,12,2,mia,3,19
6,0,2,10,1,.200,5,.526,19,2,.667,3,201702130MIA,34:14,0,4,Dion Waiters,waitedi01,-16,23,2,mia,6,2
1,0,2,5,1,.250,4,.500,10,0,,0,201702130MIA,22:03,2,2,Rodney McGruder,mcgruro01,-22,11,0,mia,1,4
0,0,1,1,1,1.000,1,1.000,1,0,,0,201702130MIA,12:10,0,1,Luke Babbitt,babbilu01,-10,3,0,mia,0,1
2,1,3,4,0,.000,2,.444,9,5,.833,6,201702130MIA,31:25,0,1,Tyler Johnson,johnsty01,+4,13,2,mia,0,3
3,3,2,5,1,.500,2,.556,9,4,.800,5,201702130MIA,28:27,1,4,James Johnson,johnsja01,+6,15,0,mia,1,3
0,0,0,2,2,.333,6,.286,7,0,,0,201702130MIA,20:37,0,2,Wayne Ellington,ellinwa01,0,6,0,mia,0,0
0,0,0,1,0,,0,.250,4,0,,0,201702130MIA,12:27,1,2,Willie Reed,reedwi02,-3,2,0,mia,1,1
0,0,1,0,0,.000,1,.000,2,0,,0,201702130MIA,7:23,0,2,Okaro White,whiteok01,-5,0,0,mia,0,1
,,,,,,,,,,,,201702130MIA,Did Not Play,,,Udonis Haslem,hasleud01,,,,mia,,
,,,,,,,,,,,,201702130MIA,Did Not Play,,,Marcus Georges-Hunt,georgma01,,,,mia,,
,,,,,,,,,,,,201702130MIA,Did Not Dress,,,Josh Richardson,richajo01,,,,mia,,
