ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
2,1,9,3,0,,0,.300,10,2,1.000,2,201210300LAL,36:12,2,4,Elton Brand,brandel01,+7,8,1,dal,0,11
4,1,7,5,0,,0,.455,11,1,1.000,1,201210300LAL,32:53,2,4,Shawn Marion,mariosh01,-2,11,1,dal,2,9
4,0,2,8,0,.000,1,.667,12,1,.500,2,201210300LAL,32:00,0,2,Darren Collison,collida01,0,17,3,dal,2,2
3,0,0,4,2,.500,4,.308,13,2,1.000,2,201210300LAL,31:10,1,0,O.J. Mayo,mayooj01,-1,12,1,dal,2,1
0,3,4,5,0,,0,1.000,5,4,.800,5,201210300LAL,19:31,1,3,Brandan Wright,wrighbr03,+4,14,0,dal,3,5
2,0,4,5,0,.000,4,.417,12,1,.500,2,201210300LAL,26:50,0,3,Vince Carter,cartevi01,+13,11,1,dal,1,4
2,0,3,3,2,.500,4,.429,7,0,,0,201210300LAL,19:30,0,1,Jae Crowder,crowdja01,+2,8,1,dal,0,3
5,0,0,4,1,.500,2,.500,8,2,1.000,2,201210300LAL,16:50,1,2,Rodrigue Beaubois,beaubro01,+9,11,1,dal,0,1
0,0,2,3,0,,0,.429,7,1,.500,2,201210300LAL,16:44,2,4,Eddy Curry,curryed01,+6,7,0,dal,1,4
0,0,0,0,0,,0,,0,0,,0,201210300LAL,8:22,0,2,Dahntay Jones,jonesda02,+2,0,0,dal,0,0
6,3,9,8,1,1.000,1,.421,19,6,.750,8,201210300LAL,40:19,4,2,Pau Gasol,gasolpa01,+3,23,0,lal,2,13
2,1,6,8,0,,0,.667,12,3,.214,14,201210300LAL,37:59,4,6,Dwight Howard,howardw01,-13,19,0,lal,3,10
4,0,6,1,0,.000,3,.125,8,1,.500,2,201210300LAL,36:29,2,1,Metta World Peace,artesro01,-5,3,3,lal,3,8
0,0,1,11,0,,0,.786,14,0,,0,201210300LAL,34:52,0,3,Kobe Bryant,bryanko01,-1,22,1,lal,2,1
4,1,2,3,1,.250,4,.333,9,0,,0,201210300LAL,34:09,0,1,Steve Nash,nashst01,-3,7,0,lal,1,2
2,0,4,2,0,.000,1,.500,4,1,1.000,1,201210300LAL,15:02,1,3,Antawn Jamison,jamisan01,0,5,1,lal,0,5
0,0,1,4,0,,0,.667,6,1,.167,6,201210300LAL,14:15,4,2,Jordan Hill,hilljo01,-9,9,0,lal,1,5
6,0,0,0,0,.000,1,.000,2,0,,0,201210300LAL,13:51,0,2,Steve Blake,blakest01,-5,0,1,lal,1,0
0,0,2,1,1,.333,3,.333,3,0,,0,201210300LAL,13:04,0,1,Jodie Meeks,meeksjo01,-7,3,0,lal,1,2
