ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
3,0,2,8,2,.250,8,.500,16,0,,0,201301230MIN,36:39,1,1,Joe Johnson,johnsjo02,+12,18,0,brk,3,3
8,0,6,6,2,.500,4,.500,12,4,.800,5,201301230MIN,33:44,0,4,Deron Williams,willide01,+9,18,3,brk,2,6
1,1,1,2,0,.000,1,.333,6,2,1.000,2,201301230MIN,29:42,2,1,Gerald Wallace,wallage01,+9,6,3,brk,1,3
1,2,4,10,0,,0,.625,16,2,.400,5,201301230MIN,26:02,3,1,Brook Lopez,lopezbr01,+9,22,0,brk,2,7
1,0,4,1,0,,0,1.000,1,0,,0,201301230MIN,21:07,1,3,Reggie Evans,evansre01,+11,2,0,brk,3,5
0,1,3,3,0,,0,.273,11,3,.750,4,201301230MIN,21:26,2,0,Andray Blatche,blatcan01,-1,9,2,brk,1,5
2,0,4,1,0,,0,.200,5,0,,0,201301230MIN,21:04,4,2,Kris Humphries,humphkr01,-6,2,0,brk,1,8
2,0,3,6,2,.667,3,.750,8,0,,0,201301230MIN,20:02,0,3,C.J. Watson,watsocj01,+2,14,1,brk,1,3
1,0,3,0,0,.000,4,.000,4,0,,0,201301230MIN,18:08,1,1,Keith Bogans,boganke01,-6,0,0,brk,0,4
0,0,1,0,0,,0,.000,3,0,,0,201301230MIN,7:29,0,0,Jerry Stackhouse,stackje01,0,0,0,brk,0,1
0,0,0,0,0,,0,.000,2,0,,0,201301230MIN,4:37,0,0,MarShon Brooks,brookma01,+1,0,0,brk,0,0
4,0,5,6,1,.333,3,.600,10,2,.667,3,201301230MIN,40:37,1,1,Andrei Kirilenko,kirilan01,-8,15,1,min,2,6
3,1,4,6,1,.250,4,.400,15,0,,0,201301230MIN,30:35,0,4,Luke Ridnour,ridnolu01,-8,13,0,min,1,4
6,0,1,2,0,.000,1,.400,5,1,.500,2,201301230MIN,24:08,0,1,Ricky Rubio,rubiori01,-8,5,3,min,4,1
0,0,4,4,0,,0,.364,11,1,1.000,1,201301230MIN,23:59,2,0,Derrick Williams,willide02,-2,9,0,min,0,6
1,2,3,1,0,,0,.200,5,0,,0,201301230MIN,17:07,1,3,Greg Stiemsma,stiemgr01,-11,2,0,min,1,4
0,1,3,7,0,.000,1,.583,12,0,,0,201301230MIN,30:53,0,0,Dante Cunningham,cunnida01,+3,14,2,min,1,3
1,0,3,1,0,.000,2,.250,4,0,,0,201301230MIN,24:48,0,1,Mickael Gelabale,gelabmi01,0,2,0,min,1,3
2,3,5,6,0,,0,.600,10,0,,0,201301230MIN,24:01,1,2,Chris Johnson,johnsch03,-6,12,0,min,0,6
8,0,3,5,1,.250,4,.455,11,0,,0,201301230MIN,23:52,1,5,J.J. Barea,bareajo01,0,11,1,min,3,4
