ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
3,1,2,10,2,.333,6,.500,20,4,1.000,4,201512130MIA,44:40,0,3,Jeff Green,greenje02,-3,26,0,mem,4,2
2,0,1,4,1,.500,2,.500,8,0,,0,201512130MIA,38:27,0,4,Courtney Lee,leeco01,+7,9,4,mem,0,1
4,0,5,5,0,,0,.500,10,2,.500,4,201512130MIA,36:52,2,1,Marc Gasol,gasolma01,+9,12,0,mem,2,7
4,1,12,5,3,.429,7,.556,9,0,,0,201512130MIA,36:40,1,3,Matt Barnes,barnema02,-10,13,2,mem,3,13
4,1,1,4,1,.333,3,.364,11,0,,0,201512130MIA,26:00,0,4,Mike Conley,conlemi01,+3,9,4,mem,2,1
4,0,6,6,0,,0,.667,9,0,.000,1,201512130MIA,26:18,0,1,Zach Randolph,randoza01,-5,12,0,mem,0,6
2,0,0,4,0,.000,1,.571,7,4,.800,5,201512130MIA,22:00,0,4,Mario Chalmers,chalmma01,-6,12,0,mem,2,0
0,0,1,2,0,,0,.667,3,0,,0,201512130MIA,9:03,2,1,JaMychal Green,greenja01,-10,4,0,mem,0,3
,,,,,,,,,,,,201512130MIA,Did Not Play,,,Vince Carter,cartevi01,,,,mem,,
,,,,,,,,,,,,201512130MIA,Did Not Play,,,Jarell Martin,martija01,,,,mem,,
,,,,,,,,,,,,201512130MIA,Did Not Play,,,Tony Allen,allento01,,,,mem,,
,,,,,,,,,,,,201512130MIA,Did Not Play,,,James Ennis,ennisja01,,,,mem,,
,,,,,,,,,,,,201512130MIA,Did Not Play,,,Russ Smith,smithru01,,,,mem,,
1,0,6,6,1,.333,3,.600,10,2,1.000,2,201512130MIA,35:56,1,2,Luol Deng,denglu01,-1,15,1,mia,0,7
8,0,2,3,0,.000,5,.214,14,2,.667,3,201512130MIA,34:53,1,2,Goran Dragic,dragigo01,-1,8,1,mia,5,3
2,0,4,7,2,.667,3,.700,10,6,1.000,6,201512130MIA,34:40,0,0,Chris Bosh,boshch01,+18,22,1,mia,1,4
2,0,3,7,0,,0,.438,16,0,,0,201512130MIA,30:13,1,3,Dwyane Wade,wadedw01,-7,14,0,mia,2,4
0,0,7,4,0,,0,.800,5,1,.333,3,201512130MIA,28:00,4,3,Hassan Whiteside,whiteha01,-18,9,2,mia,1,11
0,0,1,5,2,.400,5,.556,9,4,.800,5,201512130MIA,33:16,0,0,Gerald Green,greenge01,+12,16,1,mia,0,1
3,1,2,2,2,.400,5,.333,6,2,1.000,2,201512130MIA,25:40,0,1,Justise Winslow,winslju01,+3,8,2,mia,1,2
1,0,3,2,0,.000,1,.333,6,2,1.000,2,201512130MIA,10:31,0,2,Beno Udrih,udrihbe01,+3,6,1,mia,0,3
1,0,0,1,0,,0,1.000,1,0,,0,201512130MIA,6:51,0,2,Udonis Haslem,hasleud01,+6,2,0,mia,0,0
,,,,,,,,,,,,201512130MIA,Did Not Play,,,Chris Andersen,anderch01,,,,mia,,
,,,,,,,,,,,,201512130MIA,Did Not Play,,,Amar'e Stoudemire,stoudam01,,,,mia,,
,,,,,,,,,,,,201512130MIA,Did Not Play,,,Josh Richardson,richajo01,,,,mia,,
