ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
2,1,1,4,1,.200,5,.308,13,1,.333,3,201703080IND,28:47,0,1,Marcus Morris,morrima03,-20,10,0,det,0,1
0,1,1,1,0,.000,1,.250,4,0,.000,1,201703080IND,26:50,0,1,Kentavious Caldwell-Pope,caldwke01,-11,2,0,det,0,1
1,0,3,7,1,.333,3,.538,13,0,,0,201703080IND,26:38,1,1,Jon Leuer,leuerjo01,-5,15,0,det,3,4
1,0,9,6,0,,0,.545,11,2,.400,5,201703080IND,26:22,6,4,Andre Drummond,drumman01,-14,14,2,det,1,15
5,0,2,1,0,.000,4,.125,8,4,1.000,4,201703080IND,22:58,0,4,Reggie Jackson,jacksre01,-11,6,1,det,2,2
2,1,3,7,3,.500,6,.583,12,0,,0,201703080IND,28:23,2,2,Stanley Johnson,johnsst04,-3,17,1,det,1,5
1,0,4,9,2,.400,5,.529,17,2,.500,4,201703080IND,26:41,1,2,Tobias Harris,harrito02,-17,22,0,det,1,5
6,1,4,1,0,.000,1,.167,6,0,,0,201703080IND,25:02,0,1,Ish Smith,smithis01,-6,2,0,det,2,4
1,0,5,1,0,,0,.500,2,4,.800,5,201703080IND,11:21,0,2,Boban Marjanovic,marjabo01,0,6,0,det,0,5
0,0,2,2,0,,0,1.000,2,0,,0,201703080IND,10:17,1,0,Aron Baynes,baynear01,-3,4,0,det,0,3
1,0,0,0,0,.000,1,.000,1,0,,0,201703080IND,6:41,0,0,Reggie Bullock,bullore01,+5,0,0,det,0,0
,,,,,,,,,,,,201703080IND,Did Not Play,,,Darrun Hilliard,hillida01,,,,det,,
,,,,,,,,,,,,201703080IND,Did Not Play,,,Beno Udrih,udrihbe01,,,,det,,
0,0,5,9,0,,0,.643,14,0,.000,2,201703080IND,33:46,3,3,Thaddeus Young,youngth01,+19,18,1,ind,0,8
2,0,8,7,3,.600,5,.583,12,4,1.000,4,201703080IND,29:04,0,2,Paul George,georgpa01,+19,21,0,ind,1,8
5,2,5,3,0,,0,.500,6,2,1.000,2,201703080IND,24:51,0,2,Myles Turner,turnemy01,+21,8,1,ind,0,5
6,0,4,2,0,.000,1,.400,5,6,1.000,6,201703080IND,24:13,1,1,Jeff Teague,teaguje01,+16,10,0,ind,3,5
2,0,1,5,4,.444,9,.500,10,1,1.000,1,201703080IND,23:15,0,3,C.J. Miles,milescj01,+16,15,0,ind,0,1
7,0,2,2,1,.333,3,.286,7,1,1.000,1,201703080IND,23:47,0,0,Rodney Stuckey,stuckro01,+1,6,0,ind,0,2
3,0,0,5,2,1.000,2,.556,9,0,,0,201703080IND,22:11,0,1,Monta Ellis,ellismo01,+4,12,0,ind,1,0
0,0,4,4,1,.333,3,.500,8,2,.667,3,201703080IND,18:56,0,0,Glenn Robinson,robingl02,-2,11,1,ind,0,4
2,0,4,4,0,,0,.400,10,0,,0,201703080IND,17:48,1,3,Al Jefferson,jeffeal01,+1,8,0,ind,0,5
0,0,1,1,0,,0,.500,2,0,,0,201703080IND,11:40,3,1,Lavoy Allen,allenla01,+1,2,0,ind,0,4
0,0,1,1,0,,0,.333,3,0,,0,201703080IND,5:21,0,1,Rakeem Christmas,chrisra01,-5,2,0,ind,0,1
0,0,2,1,0,,0,.500,2,0,,0,201703080IND,2:34,1,1,Kevin Seraphin,serapke01,-3,2,0,ind,0,3
0,0,0,0,0,,0,,0,0,,0,201703080IND,2:34,0,0,Aaron Brooks,brookaa01,-3,0,0,ind,0,0
