ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
4,1,10,8,4,.800,5,.444,18,3,.750,4,201512230CLE,38:17,3,1,Kristaps Porzingis,porzikr01,-8,23,1,nyk,1,13
3,0,5,6,0,.000,4,.353,17,4,1.000,4,201512230CLE,36:21,0,2,Arron Afflalo,afflaar01,0,16,1,nyk,2,5
6,0,3,4,1,1.000,1,.800,5,1,1.000,1,201512230CLE,34:45,0,1,Jose Calderon,caldejo01,-13,10,1,nyk,1,3
3,0,3,4,0,.000,2,.364,11,0,,0,201512230CLE,34:14,1,6,Lance Thomas,thomala01,0,8,1,nyk,1,4
0,3,4,4,0,,0,.444,9,0,,0,201512230CLE,19:37,1,1,Robin Lopez,lopezro01,-2,8,1,nyk,2,5
0,1,5,2,0,.000,1,.333,6,0,,0,201512230CLE,25:45,0,1,Langston Galloway,gallola01,-9,4,0,nyk,0,5
1,2,3,2,0,.000,2,.333,6,7,1.000,7,201512230CLE,20:46,0,1,Derrick Williams,willide02,+1,11,0,nyk,2,3
1,0,0,1,0,.000,1,.200,5,0,,0,201512230CLE,10:43,1,1,Jerian Grant,grantje02,+3,2,0,nyk,0,1
0,0,2,1,0,,0,.333,3,0,,0,201512230CLE,8:47,3,1,Lou Amundson,amundlo01,+2,2,0,nyk,1,5
0,0,0,0,0,,0,,0,0,,0,201512230CLE,5:58,0,1,Cleanthony Early,earlycl01,-1,0,0,nyk,1,0
1,0,0,0,0,,0,.000,2,0,,0,201512230CLE,4:48,0,1,Kevin Seraphin,serapke01,-8,0,0,nyk,0,0
,,,,,,,,,,,,201512230CLE,Did Not Play,,,Sasha Vujacic,vujacsa01,,,,nyk,,
,,,,,,,,,,,,201512230CLE,Did Not Play,,,Carmelo Anthony,anthoca01,,,,nyk,,
5,0,8,9,0,.000,3,.409,22,6,.857,7,201512230CLE,37:43,1,2,LeBron James,jamesle01,+7,24,0,cle,1,9
2,0,11,8,2,.333,6,.471,17,5,.714,7,201512230CLE,34:07,2,1,Kevin Love,loveke01,+6,23,0,cle,1,13
3,0,0,2,0,.000,2,.286,7,0,,0,201512230CLE,24:56,0,3,J.R. Smith,smithjr01,+1,4,3,cle,1,0
4,0,0,1,0,.000,1,.143,7,3,1.000,3,201512230CLE,18:57,1,2,Kyrie Irving,irvinky01,-5,5,0,cle,2,1
1,1,2,3,0,,0,.500,6,0,,0,201512230CLE,13:41,2,0,Timofey Mozgov,mozgoti01,-3,6,0,cle,0,4
7,0,0,3,1,.250,4,.375,8,0,,0,201512230CLE,30:50,0,2,Matthew Dellavedova,dellama01,+9,7,1,cle,1,0
0,0,7,2,0,,0,.400,5,6,1.000,6,201512230CLE,29:28,7,1,Tristan Thompson,thomptr01,+7,10,0,cle,0,14
1,2,3,2,2,.400,5,.286,7,2,1.000,2,201512230CLE,26:30,1,2,Iman Shumpert,shumpim01,+15,8,1,cle,0,4
0,1,2,2,0,.000,1,.500,4,0,,0,201512230CLE,14:53,0,2,Mo Williams,willima01,-3,4,1,cle,1,2
0,0,0,0,0,,0,,0,0,,0,201512230CLE,4:32,0,0,James Jones,jonesja02,-1,0,0,cle,0,0
0,0,1,0,0,,0,,0,0,,0,201512230CLE,4:23,0,0,Richard Jefferson,jefferi01,+2,0,0,cle,0,1
,,,,,,,,,,,,201512230CLE,Did Not Play,,,Anderson Varejao,varejan01,,,,cle,,
,,,,,,,,,,,,201512230CLE,Did Not Play,,,Jared Cunningham,cunnija01,,,,cle,,
