ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
7,0,10,11,1,.500,2,.611,18,5,.714,7,201612100WAS,41:22,3,3,Giannis Antetokounmpo,antetgi01,+2,28,0,mil,7,13
2,0,6,1,0,.000,4,.167,6,0,,0,201612100WAS,33:28,0,2,Tony Snell,snellto01,-9,2,0,mil,1,6
4,0,1,2,2,.400,5,.250,8,0,,0,201612100WAS,30:43,1,2,Matthew Dellavedova,dellama01,-14,6,0,mil,1,2
1,2,2,7,0,,0,.700,10,0,,0,201612100WAS,25:20,2,2,John Henson,hensojo01,-1,14,0,mil,3,4
0,0,4,3,1,.333,3,.375,8,1,.500,2,201612100WAS,23:35,0,4,Jabari Parker,parkeja01,-2,8,0,mil,3,4
0,1,3,8,5,.833,6,.667,12,4,1.000,4,201612100WAS,26:12,0,2,Mirza Teletovic,teletmi01,-5,25,0,mil,0,3
5,0,6,2,0,,0,.400,5,2,1.000,2,201612100WAS,22:34,0,3,Greg Monroe,monrogr01,-2,6,0,mil,2,6
2,0,1,4,3,1.000,3,.571,7,0,,0,201612100WAS,20:10,0,3,Malcolm Brogdon,brogdma01,+5,11,1,mil,1,1
1,0,0,1,1,.500,2,.500,2,0,,0,201612100WAS,11:25,0,0,Jason Terry,terryja01,+5,3,0,mil,0,0
0,0,0,1,0,,0,.333,3,0,,0,201612100WAS,5:09,1,0,Michael Beasley,beaslmi01,-2,2,0,mil,2,1
0,0,0,0,0,,0,,0,0,,0,201612100WAS,0:02,0,0,Thon Maker,makerth01,-2,0,0,mil,0,0
,,,,,,,,,,,,201612100WAS,Did Not Play,,,Miles Plumlee,plumlmi01,,,,mil,,
,,,,,,,,,,,,201612100WAS,Did Not Play,,,Rashad Vaughn,vaughra01,,,,mil,,
11,1,4,8,1,.250,4,.400,20,7,.875,8,201612100WAS,38:43,0,3,John Wall,walljo01,0,24,2,was,4,4
6,0,0,6,1,.250,4,.400,15,7,.875,8,201612100WAS,36:39,0,0,Bradley Beal,bealbr01,+10,20,0,was,1,0
2,0,7,4,0,,0,.500,8,1,.500,2,201612100WAS,34:44,7,2,Marcin Gortat,gortama01,+6,9,0,was,2,14
3,1,7,5,0,.000,1,.417,12,5,.625,8,201612100WAS,34:23,2,1,Markieff Morris,morrima02,+1,15,3,was,1,9
1,1,0,4,2,.500,4,.444,9,0,,0,201612100WAS,32:48,1,2,Otto Porter,porteot01,+1,10,2,was,0,1
1,0,8,7,3,.500,6,.636,11,2,1.000,2,201612100WAS,29:09,1,4,Kelly Oubre,oubreke01,+7,19,3,was,0,9
2,0,1,1,0,,0,.333,3,0,,0,201612100WAS,11:21,1,0,Marcus Thornton,thornma01,-5,2,0,was,0,2
2,0,0,2,1,.500,2,.400,5,0,,0,201612100WAS,9:17,0,0,Trey Burke,burketr01,+5,5,0,was,0,0
1,0,1,1,0,,0,.333,3,0,,0,201612100WAS,8:51,0,3,Andrew Nicholson,nichoan01,+5,2,0,was,0,1
0,0,0,2,0,,0,1.000,2,0,,0,201612100WAS,4:05,0,2,Jason Smith,smithja02,-5,4,0,was,1,0
,,,,,,,,,,,,201612100WAS,Did Not Play,,,Tomas Satoransky,satorto01,,,,was,,
,,,,,,,,,,,,201612100WAS,Did Not Play,,,Daniel Ochefu,ochefda01,,,,was,,
