ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
3,3,10,4,0,.000,1,.400,10,6,1.000,6,201601160CHO,36:42,1,2,Giannis Antetokounmpo,antetgi01,+21,14,0,mil,3,11
2,0,4,11,0,.000,2,.688,16,2,1.000,2,201601160CHO,35:37,0,1,Khris Middleton,middlkh01,+17,24,0,mil,1,4
4,0,1,7,0,,0,.778,9,1,.500,2,201601160CHO,30:06,1,0,Jabari Parker,parkeja01,+10,15,1,mil,3,2
3,1,7,7,0,,0,.778,9,5,.833,6,201601160CHO,26:38,3,3,Greg Monroe,monrogr01,+12,19,0,mil,3,10
4,2,6,3,1,.500,2,.375,8,2,1.000,2,201601160CHO,26:15,0,4,Michael Carter-Williams,cartemi01,+9,9,0,mil,1,6
6,1,1,1,1,.333,3,.200,5,0,,0,201601160CHO,21:34,1,1,Jerryd Bayless,bayleje01,+4,3,0,mil,1,2
0,1,1,1,0,,0,.167,6,2,1.000,2,201601160CHO,18:58,0,1,Johnny O'Bryant,obryajo01,+3,4,0,mil,3,1
0,3,7,2,0,,0,.500,4,2,.500,4,201601160CHO,18:39,0,0,John Henson,hensojo01,+5,6,1,mil,0,7
0,0,2,2,2,.667,3,.500,4,2,1.000,2,201601160CHO,17:22,0,1,Rashad Vaughn,vaughra01,-4,8,1,mil,0,2
0,0,1,1,1,1.000,1,1.000,1,0,,0,201601160CHO,2:43,0,0,Chris Copeland,copelch01,-4,3,0,mil,0,1
1,0,0,0,0,,0,,0,0,,0,201601160CHO,2:43,0,1,Tyler Ennis,ennisty01,-4,0,0,mil,0,0
0,0,0,0,0,,0,,0,0,,0,201601160CHO,2:43,0,1,Miles Plumlee,plumlmi01,-4,0,0,mil,0,0
,,,,,,,,,,,,201601160CHO,Did Not Play,,,O.J. Mayo,mayooj01,,,,mil,,
9,1,1,2,1,.200,5,.200,10,1,.500,2,201601160CHO,35:35,2,2,Nicolas Batum,batumni01,-15,6,0,cho,2,3
6,0,0,4,2,.286,7,.286,14,2,1.000,2,201601160CHO,33:52,1,2,Kemba Walker,walkeke02,-11,12,2,cho,0,1
2,0,2,4,1,.200,5,.400,10,2,.500,4,201601160CHO,26:30,2,2,P.J. Hairston,hairspj02,-12,11,0,cho,1,4
2,1,3,5,2,.333,6,.455,11,2,1.000,2,201601160CHO,25:16,4,0,Marvin Williams,willima02,-11,14,1,cho,1,7
1,0,1,2,0,,0,.333,6,2,1.000,2,201601160CHO,23:08,1,5,Cody Zeller,zelleco01,-10,6,0,cho,0,2
0,0,5,5,2,.333,6,.417,12,0,,0,201601160CHO,29:35,0,2,Frank Kaminsky,kaminfr01,-10,12,1,cho,0,5
1,0,0,6,0,.000,3,.462,13,3,.750,4,201601160CHO,21:54,0,3,Jeremy Lin,linje01,-8,15,3,cho,0,0
3,0,6,3,0,.000,2,.429,7,1,.500,2,201601160CHO,21:02,3,2,Spencer Hawes,hawessp01,-11,7,0,cho,0,9
3,0,1,1,0,,0,.500,2,2,1.000,2,201601160CHO,11:38,0,2,Brian Roberts,roberbr01,-1,4,0,cho,1,1
0,0,2,1,1,1.000,1,1.000,1,0,,0,201601160CHO,3:50,0,0,Troy Daniels,danietr01,+8,3,0,cho,0,2
0,0,0,0,0,.000,1,.000,1,2,1.000,2,201601160CHO,3:50,0,0,Tyler Hansbrough,hansbty01,+8,2,1,cho,0,0
0,0,1,0,0,,0,,0,0,,0,201601160CHO,3:50,0,0,Aaron Harrison,harriaa01,+8,0,0,cho,0,1
,,,,,,,,,,,,201601160CHO,Did Not Play,,,Jeremy Lamb,lambje01,,,,cho,,
