ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
2,0,8,5,1,.250,4,.278,18,1,.500,2,201603280UTA,34:01,0,1,Jordan Clarkson,clarkjo01,-36,12,2,lal,1,8
1,0,2,2,1,.500,2,.182,11,0,,0,201603280UTA,29:12,0,3,D'Angelo Russell,russeda01,-37,5,1,lal,2,2
2,0,0,1,0,.000,4,.091,11,3,1.000,3,201603280UTA,27:44,0,0,Kobe Bryant,bryanko01,-43,5,1,lal,0,0
0,4,4,3,0,,0,.500,6,2,1.000,2,201603280UTA,23:40,2,3,Roy Hibbert,hibbero01,-38,8,0,lal,0,6
0,0,1,1,0,,0,.200,5,0,,0,201603280UTA,23:40,0,2,Julius Randle,randlju01,-38,2,0,lal,1,1
2,0,0,2,1,.333,3,.250,8,1,1.000,1,201603280UTA,22:54,1,2,Marcelo Huertas,huertma01,-10,6,0,lal,3,1
1,0,1,4,3,.600,5,.667,6,5,.833,6,201603280UTA,17:46,0,0,Lou Williams,willilo02,-12,16,0,lal,1,1
1,1,5,3,0,,0,.375,8,0,,0,201603280UTA,16:45,1,2,Ryan Kelly,kellyry01,-11,6,0,lal,0,6
1,0,1,2,1,.500,2,.667,3,0,.000,2,201603280UTA,12:23,0,3,Metta World Peace,artesro01,-6,5,0,lal,1,1
1,0,2,1,0,,0,.500,2,0,,0,201603280UTA,12:20,0,2,Brandon Bass,bassbr01,-2,2,0,lal,0,2
0,1,4,1,0,,0,.250,4,1,.500,2,201603280UTA,12:00,1,1,Tarik Black,blackta01,-8,3,1,lal,0,5
0,0,2,1,0,,0,.333,3,3,.750,4,201603280UTA,7:35,2,0,Robert Sacre,sacrero01,+1,5,0,lal,0,4
,,,,,,,,,,,,201603280UTA,Did Not Play,,,Larry Nance,nancela02,,,,lal,,
5,0,3,8,1,.333,3,.727,11,0,,0,201603280UTA,29:12,0,0,Shelvin Mack,macksh01,+48,17,0,uta,2,3
0,1,2,11,8,.889,9,.846,13,0,,0,201603280UTA,28:37,1,0,Rodney Hood,hoodro01,+40,30,0,uta,0,3
4,2,15,3,0,,0,.375,8,2,.500,4,201603280UTA,27:57,4,3,Rudy Gobert,goberru01,+36,8,0,uta,0,19
1,0,7,6,0,.000,1,.500,12,2,1.000,2,201603280UTA,26:37,2,2,Derrick Favors,favorde01,+33,14,1,uta,1,9
6,1,2,3,1,.333,3,.333,9,4,.800,5,201603280UTA,22:16,1,4,Gordon Hayward,haywago01,+17,11,2,uta,1,3
3,0,3,2,2,.667,3,.667,3,0,,0,201603280UTA,20:45,0,0,Joe Ingles,inglejo01,+32,6,0,uta,1,3
2,0,1,1,0,.000,1,.250,4,0,,0,201603280UTA,18:48,0,1,Raul Neto,netora01,0,2,1,uta,0,1
3,0,8,4,3,.600,5,.400,10,0,,0,201603280UTA,17:21,0,3,Trey Lyles,lylestr01,+12,11,0,uta,2,8
0,1,2,6,1,1.000,1,.750,8,4,.667,6,201603280UTA,16:12,3,2,Trevor Booker,booketr01,+16,17,0,uta,0,5
0,1,1,0,0,.000,3,.000,4,2,1.000,2,201603280UTA,14:32,1,2,Chris Johnson,johnsch04,+2,2,0,uta,0,2
2,0,0,1,1,.333,3,.200,5,0,,0,201603280UTA,9:50,0,0,Trey Burke,burketr01,+5,3,0,uta,0,0
0,1,0,1,0,,0,.500,2,0,,0,201603280UTA,7:53,1,1,Jeff Withey,witheje01,-1,2,0,uta,0,1
