ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
0,0,3,12,1,.125,8,.545,22,3,.600,5,201404040NYK,39:10,2,0,Bradley Beal,bealbr01,+3,28,2,was,1,5
1,0,3,3,1,.200,5,.333,9,3,.600,5,201404040NYK,35:42,1,3,Trevor Ariza,arizatr01,+11,10,0,was,1,4
9,0,4,8,1,.500,2,.571,14,2,1.000,2,201404040NYK,34:13,0,3,John Wall,walljo01,+5,19,1,was,7,4
2,0,7,6,0,,0,.600,10,1,.333,3,201404040NYK,33:00,3,2,Marcin Gortat,gortama01,+4,13,0,was,1,10
2,0,4,2,0,,0,.500,4,0,,0,201404040NYK,29:28,2,2,Trevor Booker,booketr01,+10,4,1,was,0,6
0,0,3,2,2,.500,4,.333,6,0,,0,201404040NYK,31:31,0,2,Martell Webster,webstma02,-4,6,3,was,1,3
3,0,3,3,0,,0,.429,7,0,,0,201404040NYK,15:17,1,1,Andre Miller,millean02,-10,6,0,was,1,4
1,0,2,2,0,,0,.500,4,0,,0,201404040NYK,15:00,3,2,Drew Gooden,goodedr01,-3,4,0,was,2,5
0,0,0,0,0,,0,.000,2,0,,0,201404040NYK,6:39,0,0,Al Harrington,harrial01,-11,0,0,was,1,0
,,,,,,,,,,,,201404040NYK,Did Not Play,,,Otto Porter,porteot01,,,,was,,
,,,,,,,,,,,,201404040NYK,Did Not Play,,,Chris Singleton,singlch01,,,,was,,
,,,,,,,,,,,,201404040NYK,Did Not Play,,,Kevin Seraphin,serapke01,,,,was,,
,,,,,,,,,,,,201404040NYK,Did Not Play,,,Garrett Temple,templga01,,,,was,,
1,0,2,12,8,.500,16,.522,23,0,,0,201404040NYK,43:27,1,3,J.R. Smith,smithjr01,+11,32,0,nyk,2,3
5,0,7,5,0,.000,4,.357,14,0,,0,201404040NYK,38:22,1,3,Carmelo Anthony,anthoca01,-13,10,4,nyk,9,8
0,0,6,3,0,,0,.429,7,0,,0,201404040NYK,30:38,2,0,Tyson Chandler,chandty01,-11,6,1,nyk,0,8
0,1,4,6,0,,0,.667,9,4,1.000,4,201404040NYK,29:42,0,1,Amar'e Stoudemire,stoudam01,0,16,0,nyk,1,4
7,0,4,2,2,1.000,2,.250,8,3,.750,4,201404040NYK,27:51,1,3,Raymond Felton,feltora01,-6,9,1,nyk,0,5
2,0,1,2,1,.500,2,.400,5,0,,0,201404040NYK,28:32,3,2,Iman Shumpert,shumpim01,+9,5,3,nyk,1,4
1,0,0,2,1,.333,3,.333,6,0,,0,201404040NYK,21:18,0,1,Tim Hardaway,hardati02,0,5,0,nyk,1,0
7,0,2,2,2,.500,4,.500,4,0,,0,201404040NYK,20:10,0,1,Pablo Prigioni,prigipa01,+5,6,0,nyk,2,2
,,,,,,,,,,,,201404040NYK,Did Not Play,,,Shannon Brown,brownsh01,,,,nyk,,
,,,,,,,,,,,,201404040NYK,Did Not Play,,,Toure' Murry,murryto01,,,,nyk,,
,,,,,,,,,,,,201404040NYK,Did Not Play,,,Cole Aldrich,aldrico01,,,,nyk,,
,,,,,,,,,,,,201404040NYK,Did Not Play,,,Jeremy Tyler,tylerje01,,,,nyk,,
