ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
0,0,4,4,0,,0,.571,7,1,.500,2,201303130BOS,34:12,3,3,Jonas Valanciunas,valanjo01,-22,9,0,tor,1,7
4,0,5,7,0,.000,1,.368,19,5,1.000,5,201303130BOS,31:56,2,4,Rudy Gay,gayru01,+4,19,0,tor,3,7
1,2,4,3,0,,0,.500,6,3,.750,4,201303130BOS,28:51,1,2,Amir Johnson,johnsam01,-5,9,3,tor,1,5
2,0,2,5,0,,0,.385,13,7,1.000,7,201303130BOS,28:43,0,2,DeMar DeRozan,derozde01,-18,17,1,tor,2,2
3,1,3,2,1,.500,2,.286,7,0,,0,201303130BOS,27:13,1,5,Kyle Lowry,lowryky01,-10,5,1,tor,4,4
2,1,2,6,1,.250,4,.600,10,0,,0,201303130BOS,24:28,0,2,Terrence Ross,rosste01,-18,13,3,tor,1,2
0,0,2,2,0,.000,1,.667,3,0,,0,201303130BOS,23:49,0,1,Alan Anderson,anderal01,-29,4,0,tor,4,2
0,1,2,3,0,,0,.600,5,1,1.000,1,201303130BOS,15:58,0,0,Landry Fields,fieldla01,-4,7,0,tor,0,2
3,0,2,2,1,.333,3,.333,6,0,,0,201303130BOS,14:19,0,2,Sebastian Telfair,telfase01,-11,5,1,tor,1,2
2,1,1,0,0,.000,2,.000,3,0,,0,201303130BOS,10:31,0,2,John Lucas III,lucasjo02,-7,0,2,tor,0,1
4,0,4,5,1,.333,3,.500,10,0,,0,201303130BOS,39:19,0,3,Courtney Lee,leeco01,+18,11,3,bos,0,4
3,0,2,2,0,.000,1,.286,7,1,.500,2,201303130BOS,28:03,0,0,Avery Bradley,bradlav01,+13,5,1,bos,0,2
0,2,5,3,0,,0,.333,9,5,1.000,5,201303130BOS,26:59,1,1,Brandon Bass,bassbr01,+4,11,1,bos,1,6
4,1,4,3,0,.000,2,.500,6,9,.818,11,201303130BOS,23:47,0,2,Paul Pierce,piercpa01,+6,15,0,bos,3,4
2,0,7,5,0,,0,.625,8,2,1.000,2,201303130BOS,20:15,0,1,Kevin Garnett,garneke01,+11,12,3,bos,0,7
3,1,5,7,1,.500,2,.500,14,5,1.000,5,201303130BOS,31:13,1,4,Jeff Green,greenje02,+23,20,2,bos,1,6
3,1,2,4,1,.333,3,.444,9,3,.750,4,201303130BOS,24:13,0,4,Jordan Crawford,crawfjo02,+18,12,1,bos,3,2
7,1,2,4,3,.750,4,.667,6,1,.500,2,201303130BOS,23:23,0,2,Jason Terry,terryja01,+17,12,0,bos,2,2
0,1,2,3,0,,0,1.000,3,1,.333,3,201303130BOS,12:26,3,2,Chris Wilcox,wilcoch01,+6,7,0,bos,2,5
2,0,0,2,0,,0,1.000,2,1,1.000,1,201303130BOS,5:07,1,0,Terrence Williams,willite01,0,5,0,bos,2,1
1,0,0,1,0,,0,1.000,1,0,,0,201303130BOS,2:38,0,0,D.J. White,whitedj01,+2,2,0,bos,0,0
0,0,1,0,0,,0,.000,1,0,,0,201303130BOS,2:38,0,0,Shavlik Randolph,randosh01,+2,0,0,bos,0,1
