ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
7,2,7,13,5,.556,9,.565,23,11,.917,12,201512090WAS,40:02,2,4,James Harden,hardeja01,+6,42,2,hou,7,9
4,0,4,5,4,.364,11,.417,12,0,,0,201512090WAS,37:25,0,2,Patrick Beverley,beverpa01,0,14,0,hou,5,4
3,0,7,6,1,.250,4,.500,12,2,1.000,2,201512090WAS,27:51,0,4,Corey Brewer,breweco01,+19,15,1,hou,1,7
3,1,8,1,0,,0,.250,4,2,.333,6,201512090WAS,27:30,1,3,Dwight Howard,howardw01,+15,4,2,hou,0,9
2,0,2,5,0,,0,.714,7,0,.000,3,201512090WAS,21:10,3,0,Clint Capela,capelca01,-3,10,1,hou,0,5
2,0,1,1,0,.000,1,.250,4,0,,0,201512090WAS,20:51,0,2,Ty Lawson,lawsoty01,-3,2,1,hou,0,1
0,1,3,1,0,,0,.250,4,2,1.000,2,201512090WAS,20:02,0,1,Terrence Jones,joneste01,-3,4,0,hou,1,3
1,0,1,4,1,.200,5,.400,10,0,,0,201512090WAS,19:50,0,1,Marcus Thornton,thornma01,-6,9,1,hou,2,1
1,0,0,3,1,.333,3,.600,5,0,,0,201512090WAS,16:48,0,1,Jason Terry,terryja01,+7,7,0,hou,0,0
0,0,3,1,0,,0,.500,2,0,,0,201512090WAS,8:32,0,5,Donatas Motiejunas,motiedo01,-2,2,0,hou,3,3
,,,,,,,,,,,,201512090WAS,Did Not Play,,,Trevor Ariza,arizatr01,,,,hou,,
,,,,,,,,,,,,201512090WAS,Did Not Play,,,K.J. McDaniels,mcdankj01,,,,hou,,
12,1,7,12,0,.000,4,.500,24,2,1.000,2,201512090WAS,39:27,2,3,John Wall,walljo01,-1,26,3,was,4,9
2,1,5,5,1,.143,7,.333,15,4,.667,6,201512090WAS,39:13,1,3,Bradley Beal,bealbr01,-2,15,0,was,7,6
1,1,9,7,0,,0,.700,10,4,1.000,4,201512090WAS,35:53,4,5,Marcin Gortat,gortama01,-17,18,1,was,4,13
1,0,2,5,1,.500,2,.417,12,2,.667,3,201512090WAS,29:28,3,5,Otto Porter,porteot01,-2,13,1,was,0,5
1,0,2,3,2,.667,3,.600,5,2,1.000,2,201512090WAS,24:11,0,3,Jared Dudley,dudleja01,+2,10,2,was,0,2
0,0,2,2,1,.167,6,.182,11,2,1.000,2,201512090WAS,26:24,0,0,Gary Neal,nealga01,-16,7,0,was,1,2
1,0,3,2,0,.000,2,.333,6,1,.500,2,201512090WAS,17:27,1,2,Garrett Temple,templga01,+1,5,1,was,0,4
1,0,4,3,0,.000,1,.600,5,3,1.000,3,201512090WAS,15:52,0,1,Ramon Sessions,sessira01,-6,9,0,was,1,4
1,0,2,0,0,,0,.000,1,0,,0,201512090WAS,12:06,0,3,DeJuan Blair,blairde01,+11,0,0,was,1,2
,,,,,,,,,,,,201512090WAS,Did Not Play,,,Ryan Hollins,holliry01,,,,was,,
,,,,,,,,,,,,201512090WAS,Did Not Play,,,Kelly Oubre,oubreke01,,,,was,,
,,,,,,,,,,,,201512090WAS,Did Not Play,,,Drew Gooden,goodedr01,,,,was,,
,,,,,,,,,,,,201512090WAS,Did Not Play,,,Kris Humphries,humphkr01,,,,was,,
