ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
7,0,3,7,2,.333,6,.467,15,1,.500,2,201405070IND,43:48,2,4,Bradley Beal,bealbr01,-8,17,2,was,4,5
1,0,8,10,0,,0,.667,15,1,.500,2,201405070IND,36:38,3,3,Marcin Gortat,gortama01,-6,21,0,was,0,11
0,0,6,2,2,.286,7,.250,8,0,,0,201405070IND,36:37,2,0,Trevor Ariza,arizatr01,-8,6,2,was,1,8
8,1,1,2,0,.000,4,.154,13,2,1.000,2,201405070IND,36:28,0,4,John Wall,walljo01,-7,6,1,was,1,1
2,1,5,7,0,,0,.500,14,0,.000,4,201405070IND,35:53,0,2,Nene Hilario,hilarne01,-14,14,0,was,1,5
1,0,2,2,0,,0,.500,4,1,.500,2,201405070IND,15:58,2,4,Drew Gooden,goodedr01,+11,5,0,was,1,4
1,0,2,2,1,.333,3,.500,4,0,,0,201405070IND,15:55,2,1,Martell Webster,webstma02,+11,5,0,was,0,4
0,0,2,3,0,.000,1,.500,6,0,,0,201405070IND,11:32,0,2,Andre Miller,millean02,+3,6,0,was,1,2
0,1,3,1,0,,0,1.000,1,0,,0,201405070IND,7:10,0,1,Trevor Booker,booketr01,0,2,0,was,0,3
0,0,0,0,0,,0,,0,0,,0,201405070IND,0:01,0,0,Garrett Temple,templga01,-2,0,0,was,0,0
,,,,,,,,,,,,201405070IND,Did Not Play,,,Otto Porter,porteot01,,,,was,,
,,,,,,,,,,,,201405070IND,Did Not Play,,,Al Harrington,harrial01,,,,was,,
,,,,,,,,,,,,201405070IND,Did Not Play,,,Kevin Seraphin,serapke01,,,,was,,
5,0,7,3,2,.500,4,.250,12,4,1.000,4,201405070IND,43:48,0,1,Lance Stephenson,stephla01,+8,12,1,ind,1,7
4,0,6,5,0,.000,3,.385,13,1,.500,2,201405070IND,41:18,0,3,Paul George,georgpa01,+6,11,2,ind,2,6
2,0,5,3,0,,0,.375,8,3,.750,4,201405070IND,37:11,1,3,David West,westda01,+10,9,0,ind,3,6
1,2,7,10,0,,0,.769,13,8,1.000,8,201405070IND,33:29,2,2,Roy Hibbert,hibbero01,+16,28,0,ind,0,9
3,1,4,6,1,.500,2,.500,12,1,.500,2,201405070IND,32:39,0,2,George Hill,hillge01,+10,14,1,ind,0,4
0,0,1,2,1,.500,2,.400,5,0,,0,201405070IND,18:12,0,1,C.J. Watson,watsocj01,-9,5,2,ind,1,1
0,0,1,3,0,,0,.750,4,0,,0,201405070IND,14:19,1,2,Ian Mahinmi,mahinia01,-14,6,1,ind,0,2
0,0,1,0,0,,0,.000,4,1,1.000,1,201405070IND,10:50,0,1,Luis Scola,scolalu01,-4,1,0,ind,0,1
2,0,2,0,0,,0,,0,0,,0,201405070IND,8:03,0,0,Evan Turner,turneev01,-3,0,1,ind,0,2
0,0,0,0,0,.000,1,.000,1,0,,0,201405070IND,0:11,0,0,Chris Copeland,copelch01,0,0,0,ind,0,0
,,,,,,,,,,,,201405070IND,Did Not Play,,,Donald Sloan,sloando01,,,,ind,,
,,,,,,,,,,,,201405070IND,Did Not Play,,,Lavoy Allen,allenla01,,,,ind,,
,,,,,,,,,,,,201405070IND,Did Not Play,,,Rasual Butler,butlera01,,,,ind,,
