ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
5,0,4,9,3,.600,5,.500,18,9,1.000,9,201502200DET,38:52,1,1,Jimmy Butler,butleji01,-11,30,0,chi,2,5
4,1,9,4,0,,0,.500,8,2,.500,4,201502200DET,32:54,5,6,Joakim Noah,noahjo01,-18,10,0,chi,4,14
2,1,2,2,0,.000,3,.222,9,4,1.000,4,201502200DET,31:04,0,2,Derrick Rose,rosede01,-19,8,0,chi,6,2
2,3,6,4,0,,0,.400,10,4,1.000,4,201502200DET,30:53,2,3,Pau Gasol,gasolpa01,-9,12,1,chi,3,8
0,0,1,0,0,.000,2,.000,5,0,,0,201502200DET,18:44,0,1,Mike Dunleavy,dunlemi02,-14,0,0,chi,1,1
2,1,5,7,0,,0,.538,13,1,1.000,1,201502200DET,30:03,4,3,Taj Gibson,gibsota01,+9,15,0,chi,3,9
0,0,0,3,1,1.000,1,.750,4,0,,0,201502200DET,17:21,0,4,Kirk Hinrich,hinriki01,-1,7,0,chi,0,0
1,0,1,2,0,.000,2,.333,6,0,,0,201502200DET,15:45,0,0,Aaron Brooks,brookaa01,+10,4,0,chi,0,1
0,1,1,1,0,.000,2,.333,3,0,,0,201502200DET,15:16,0,2,Tony Snell,snellto01,+1,2,0,chi,1,1
0,0,1,1,1,1.000,1,.500,2,0,,0,201502200DET,9:08,1,1,Nikola Mirotic,mirotni01,+7,3,1,chi,0,2
,,,,,,,,,,,,201502200DET,Did Not Play,,,Nazr Mohammed,mohamna01,,,,chi,,
,,,,,,,,,,,,201502200DET,Did Not Play,,,Doug McDermott,mcderdo01,,,,chi,,
,,,,,,,,,,,,201502200DET,Did Not Play,,,E'Twaun Moore,mooreet01,,,,chi,,
1,0,11,7,0,,0,.389,18,4,.308,13,201502200DET,38:56,9,5,Andre Drummond,drumman01,+4,18,1,det,2,20
1,1,6,9,0,,0,.643,14,2,.400,5,201502200DET,36:33,0,4,Greg Monroe,monrogr01,+18,20,2,det,3,6
3,0,4,6,2,.400,5,.600,10,6,1.000,6,201502200DET,32:19,0,3,Caron Butler,butleca01,+8,20,4,det,0,4
9,0,3,5,1,.500,2,.556,9,1,.500,2,201502200DET,30:42,0,3,Spencer Dinwiddie,dinwisp01,+19,12,3,det,2,3
2,0,2,5,2,.667,3,.455,11,0,.000,2,201502200DET,29:17,0,1,Kentavious Caldwell-Pope,caldwke01,+13,12,1,det,0,2
2,0,3,0,0,.000,3,.000,3,0,,0,201502200DET,20:31,2,3,Anthony Tolliver,tollian01,-4,0,0,det,1,5
0,0,2,2,0,.000,3,.250,8,5,1.000,5,201502200DET,18:43,0,1,Jodie Meeks,meeksjo01,-4,9,1,det,0,2
1,0,0,4,1,.250,4,.500,8,0,,0,201502200DET,17:18,0,1,John Lucas III,lucasjo02,-10,9,0,det,0,0
0,0,0,0,0,.000,2,.000,3,0,,0,201502200DET,15:41,0,2,Cartier Martin,martica01,+1,0,0,det,2,0
,,,,,,,,,,,,201502200DET,Did Not Play,,,Joel Anthony,anthojo01,,,,det,,
,,,,,,,,,,,,201502200DET,Did Not Play,,,Tayshaun Prince,princta01,,,,det,,
,,,,,,,,,,,,201502200DET,Did Not Play,,,Reggie Jackson,jacksre01,,,,det,,
