ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
8,1,4,10,1,.500,2,.909,11,4,1.000,4,201604030MIL,38:04,1,1,Jimmy Butler,butleji01,+7,25,1,chi,2,5
8,2,8,7,1,.250,4,.636,11,1,.500,2,201604030MIL,33:52,0,2,Pau Gasol,gasolpa01,+6,16,1,chi,2,8
3,0,2,3,0,.000,1,.429,7,0,,0,201604030MIL,26:55,0,1,E'Twaun Moore,mooreet01,+3,6,3,chi,1,2
0,1,1,2,2,.500,4,.500,4,3,.500,6,201604030MIL,18:11,0,3,Mike Dunleavy,dunlemi02,+2,9,1,chi,0,1
1,0,1,2,0,.000,1,.500,4,0,,0,201604030MIL,12:54,0,1,Bobby Portis,portibo01,-3,4,0,chi,0,1
3,0,6,6,3,.333,9,.400,15,4,1.000,4,201604030MIL,35:06,0,3,Nikola Mirotic,mirotni01,+7,19,0,chi,1,6
4,0,4,2,0,.000,3,.250,8,1,.500,2,201604030MIL,24:49,1,1,Justin Holiday,holidju01,-1,5,2,chi,1,5
2,0,0,3,0,.000,1,.750,4,1,1.000,1,201604030MIL,19:10,0,1,Aaron Brooks,brookaa01,-4,7,1,chi,2,0
0,0,1,3,0,.000,1,.600,5,1,1.000,1,201604030MIL,16:51,0,2,Doug McDermott,mcderdo01,+5,7,0,chi,0,1
1,0,1,1,0,,0,.200,5,2,1.000,2,201604030MIL,14:08,4,1,Cristiano Felicio,feliccr01,-2,4,1,chi,2,5
,,,,,,,,,,,,201604030MIL,Did Not Play,,,Taj Gibson,gibsota01,,,,chi,,
,,,,,,,,,,,,201604030MIL,Did Not Play,,,Cameron Bairstow,bairsca01,,,,chi,,
,,,,,,,,,,,,201604030MIL,Did Not Play,,,Tony Snell,snellto01,,,,chi,,
3,0,5,9,0,.000,2,.429,21,6,1.000,6,201604030MIL,43:58,6,3,Jabari Parker,parkeja01,+4,24,1,mil,4,11
9,1,5,14,1,1.000,1,.636,22,5,.714,7,201604030MIL,42:55,0,4,Giannis Antetokounmpo,antetgi01,+4,34,1,mil,4,5
2,2,4,3,1,.500,2,.500,6,0,,0,201604030MIL,29:05,0,2,Rashad Vaughn,vaughra01,+2,7,0,mil,0,4
3,1,3,4,0,,0,.364,11,3,.750,4,201604030MIL,23:10,2,1,Greg Monroe,monrogr01,-7,11,0,mil,1,5
1,0,1,0,0,,0,.000,1,0,,0,201604030MIL,9:19,0,0,Damien Inglis,inglida01,-7,0,1,mil,1,1
8,0,4,3,0,.000,1,.429,7,1,1.000,1,201604030MIL,30:46,0,3,Tyler Ennis,ennisty01,-3,7,2,mil,4,4
0,1,3,5,0,,0,.455,11,1,.500,2,201604030MIL,24:50,5,0,Miles Plumlee,plumlmi01,+3,11,0,mil,0,8
1,1,3,2,0,,0,1.000,2,0,,0,201604030MIL,20:56,2,3,Johnny O'Bryant,obryajo01,+11,4,1,mil,0,5
0,1,1,0,0,,0,.000,2,0,,0,201604030MIL,9:07,0,1,John Henson,hensojo01,-16,0,0,mil,0,1
1,0,0,0,0,.000,1,.000,2,0,,0,201604030MIL,5:54,0,0,Greivis Vasquez,vasqugr01,-11,0,0,mil,0,0
,,,,,,,,,,,,201604030MIL,Did Not Play,,,Jerryd Bayless,bayleje01,,,,mil,,
,,,,,,,,,,,,201604030MIL,Did Not Play,,,Khris Middleton,middlkh01,,,,mil,,
