ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
4,0,9,8,0,,0,.800,10,0,.000,2,201603120CHO,33:54,4,2,Dwight Howard,howardw01,-14,16,0,hou,4,13
10,0,2,2,0,.000,5,.143,14,8,.889,9,201603120CHO,33:42,1,3,James Harden,hardeja01,-23,12,2,hou,1,3
1,0,4,4,1,.167,6,.308,13,0,,0,201603120CHO,31:03,1,2,Trevor Ariza,arizatr01,-22,9,2,hou,1,5
1,2,2,0,0,.000,3,.000,5,0,,0,201603120CHO,29:12,0,5,Patrick Beverley,beverpa01,-13,0,0,hou,1,2
0,0,1,2,0,.000,1,.667,3,0,,0,201603120CHO,4:58,1,0,Donatas Motiejunas,motiedo01,-3,4,0,hou,0,2
0,1,3,9,1,.250,4,.600,15,2,.500,4,201603120CHO,27:25,0,1,Corey Brewer,breweco01,+7,21,1,hou,0,3
2,0,0,4,2,.667,3,.444,9,1,1.000,1,201603120CHO,19:52,2,4,Jason Terry,terryja01,-4,11,2,hou,0,2
0,1,1,6,0,.000,1,.667,9,3,1.000,3,201603120CHO,15:00,1,0,Michael Beasley,beaslmi01,-28,15,0,hou,2,2
1,1,1,4,0,,0,.571,7,1,.200,5,201603120CHO,14:06,3,0,Clint Capela,capelca01,-2,9,0,hou,0,4
1,0,2,1,1,.500,2,.333,3,2,1.000,2,201603120CHO,13:47,1,2,K.J. McDaniels,mcdankj01,+1,5,0,hou,0,3
1,0,1,2,0,,0,.667,3,1,.500,2,201603120CHO,12:21,0,1,Montrezl Harrell,harremo01,+15,5,0,hou,0,1
0,0,0,1,0,.000,1,.500,2,0,,0,201603120CHO,4:40,0,0,Andrew Goudelock,goudean01,+6,2,1,hou,0,0
,,,,,,,,,,,,201603120CHO,Did Not Play,,,Josh Smith,smithjo03,,,,hou,,
8,1,8,5,2,.500,4,.500,10,2,1.000,2,201603120CHO,33:31,0,1,Nicolas Batum,batumni01,+1,14,1,cho,1,8
6,0,5,11,4,.571,7,.688,16,0,,0,201603120CHO,33:10,0,2,Kemba Walker,walkeke02,+32,26,0,cho,2,5
0,0,1,9,3,.600,5,.563,16,4,1.000,4,201603120CHO,27:24,3,2,Marvin Williams,willima02,+15,25,2,cho,1,4
1,0,2,5,2,.500,4,.556,9,0,,0,201603120CHO,25:47,0,0,Courtney Lee,leeco01,+9,12,0,cho,0,2
3,0,2,3,0,,0,.750,4,1,.500,2,201603120CHO,15:11,2,3,Cody Zeller,zelleco01,+2,7,0,cho,2,4
3,2,8,5,0,,0,.455,11,0,,0,201603120CHO,30:03,2,5,Al Jefferson,jeffeal01,+18,10,0,cho,1,10
4,0,3,4,1,.500,2,.444,9,7,.875,8,201603120CHO,25:36,1,5,Jeremy Lin,linje01,+9,16,1,cho,0,4
1,0,1,2,1,.200,5,.333,6,0,,0,201603120CHO,20:36,1,4,Frank Kaminsky,kaminfr01,+1,5,0,cho,3,2
1,0,1,2,2,.667,3,.500,4,0,,0,201603120CHO,12:36,1,1,Troy Daniels,danietr01,+10,6,1,cho,0,2
0,2,1,1,0,,0,1.000,1,0,,0,201603120CHO,7:48,0,1,Jeremy Lamb,lambje01,-5,2,1,cho,1,1
0,0,1,1,0,,0,1.000,1,0,,0,201603120CHO,2:46,0,0,Tyler Hansbrough,hansbty01,-4,2,0,cho,0,1
0,0,0,0,0,.000,1,.000,1,0,,0,201603120CHO,2:46,0,1,Aaron Harrison,harriaa01,-4,0,0,cho,0,0
1,0,1,0,0,,0,,0,0,,0,201603120CHO,2:46,0,0,Jorge Gutierrez,gutiejo01,-4,0,0,cho,0,1
