ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
8,0,2,7,1,.500,2,.389,18,3,.750,4,201504130CLE,42:31,0,0,Reggie Jackson,jacksre01,-10,18,0,det,4,2
0,3,5,10,0,,0,.769,13,0,.000,5,201504130CLE,39:19,4,3,Andre Drummond,drumman01,-20,20,0,det,1,9
2,0,0,6,6,.667,9,.600,10,1,.500,2,201504130CLE,27:05,0,1,Caron Butler,butleca01,-19,19,1,det,2,0
2,0,3,4,0,,0,.444,9,3,.750,4,201504130CLE,25:47,0,2,Greg Monroe,monrogr01,-10,11,1,det,0,3
4,0,3,5,1,.500,2,.556,9,2,1.000,2,201504130CLE,24:43,1,0,Kentavious Caldwell-Pope,caldwke01,-15,13,1,det,0,4
0,0,2,4,1,.500,2,.571,7,3,1.000,3,201504130CLE,28:44,0,0,Jodie Meeks,meeksjo01,+4,12,0,det,0,2
3,0,5,2,0,.000,4,.286,7,0,,0,201504130CLE,25:27,2,1,Anthony Tolliver,tollian01,+5,4,0,det,0,7
1,1,3,0,0,.000,5,.000,7,0,,0,201504130CLE,15:28,1,1,Quincy Miller,millequ01,+6,0,1,det,0,4
1,0,0,0,0,,0,.000,2,0,,0,201504130CLE,5:29,0,0,John Lucas III,lucasjo02,-2,0,0,det,0,0
0,0,0,0,0,.000,1,.000,1,0,,0,201504130CLE,5:27,0,0,Shawne Williams,willish03,+1,0,0,det,0,0
,,,,,,,,,,,,201504130CLE,Did Not Play,,,Cartier Martin,martica01,,,,det,,
,,,,,,,,,,,,201504130CLE,Did Not Play,,,Joel Anthony,anthojo01,,,,det,,
,,,,,,,,,,,,201504130CLE,Did Not Play,,,Tayshaun Prince,princta01,,,,det,,
11,1,7,7,3,.750,4,.412,17,4,.667,6,201504130CLE,32:14,3,0,LeBron James,jamesle01,+19,21,2,cle,1,10
2,1,2,10,8,.615,13,.667,15,0,,0,201504130CLE,31:20,0,1,J.R. Smith,smithjr01,+9,28,0,cle,1,2
0,2,4,3,1,.167,6,.333,9,0,,0,201504130CLE,26:14,0,1,Kevin Love,loveke01,+6,7,0,cle,1,4
1,0,8,7,0,,0,.467,15,2,.500,4,201504130CLE,24:10,5,4,Timofey Mozgov,mozgoti01,+17,16,0,cle,2,13
3,0,1,5,2,.667,3,.714,7,0,,0,201504130CLE,17:17,2,1,Kyrie Irving,irvinky01,+19,12,1,cle,0,3
5,0,2,1,0,.000,1,.200,5,0,,0,201504130CLE,30:33,0,2,Matthew Dellavedova,dellama01,-9,2,0,cle,0,2
3,0,6,2,1,.333,3,.250,8,0,,0,201504130CLE,23:30,1,4,Iman Shumpert,shumpim01,+2,5,1,cle,3,7
0,2,1,2,0,,0,.667,3,0,,0,201504130CLE,19:06,1,1,Tristan Thompson,thomptr01,-3,4,0,cle,0,2
3,1,1,3,0,,0,1.000,3,0,.000,2,201504130CLE,14:05,1,3,Kendrick Perkins,perkike01,-7,6,0,cle,2,2
1,0,0,0,0,,0,,0,0,,0,201504130CLE,11:51,0,1,Mike Miller,millemi01,+5,0,1,cle,0,0
1,0,0,3,2,1.000,2,1.000,3,0,,0,201504130CLE,9:40,0,1,James Jones,jonesja02,+2,8,0,cle,0,0
,,,,,,,,,,,,201504130CLE,Did Not Play,,,Shawn Marion,mariosh01,,,,cle,,
,,,,,,,,,,,,201504130CLE,Did Not Play,,,Brendan Haywood,haywobr01,,,,cle,,
