ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
4,0,3,3,0,.000,1,.375,8,6,.750,8,201404160CHA,47:55,1,0,Jimmy Butler,butleji01,+7,12,5,chi,0,4
6,2,12,7,0,,0,.438,16,0,,0,201404160CHA,42:23,1,4,Joakim Noah,noahjo01,-8,14,1,chi,2,13
3,2,6,4,2,.333,6,.333,12,2,.500,4,201404160CHA,42:01,1,4,Mike Dunleavy,dunlemi02,+3,12,0,chi,0,7
6,0,1,4,3,.600,5,.500,8,0,,0,201404160CHA,30:30,0,6,Kirk Hinrich,hinriki01,-3,11,1,chi,1,1
0,0,11,7,0,,0,.583,12,0,,0,201404160CHA,24:00,0,2,Carlos Boozer,boozeca01,+10,14,0,chi,0,11
2,0,1,6,3,.333,9,.375,16,2,.667,3,201404160CHA,35:49,0,3,D.J. Augustin,augusdj01,-16,17,0,chi,2,1
0,0,2,2,0,,0,.200,10,0,,0,201404160CHA,33:37,3,3,Taj Gibson,gibsota01,-15,4,0,chi,6,5
0,0,2,1,0,,0,.333,3,0,,0,201404160CHA,6:00,0,0,Nazr Mohammed,mohamna01,+3,2,0,chi,0,2
0,0,0,0,0,.000,1,.000,1,0,,0,201404160CHA,2:45,0,0,Tony Snell,snellto01,-6,0,0,chi,0,0
,,,,,,,,,,,,201404160CHA,Did Not Play,,,Ronnie Brewer,brewero02,,,,chi,,
,,,,,,,,,,,,201404160CHA,Did Not Play,,,Mike James,jamesmi01,,,,chi,,
,,,,,,,,,,,,201404160CHA,Did Not Play,,,Lou Amundson,amundlo01,,,,chi,,
,,,,,,,,,,,,201404160CHA,Did Not Play,,,Jimmer Fredette,fredeji01,,,,chi,,
3,2,12,4,0,.000,1,.286,14,2,.500,4,201404160CHA,41:42,6,1,Al Jefferson,jeffeal01,+9,10,1,cha,2,18
8,1,7,6,0,.000,6,.375,16,10,.909,11,201404160CHA,39:55,0,0,Kemba Walker,walkeke02,+7,22,1,cha,0,7
7,1,4,3,1,.167,6,.375,8,0,,0,201404160CHA,34:34,1,3,Josh McRoberts,mcrobjo01,+2,7,1,cha,1,5
1,0,6,5,0,,0,.385,13,1,.333,3,201404160CHA,33:19,0,1,Gerald Henderson,hendege02,+11,11,0,cha,1,6
0,1,1,3,0,,0,.750,4,2,1.000,2,201404160CHA,23:11,2,1,Michael Kidd-Gilchrist,kiddgmi01,+1,8,0,cha,0,3
0,1,1,4,2,.667,3,.400,10,3,.750,4,201404160CHA,29:49,0,3,Chris Douglas-Roberts,douglch01,+4,13,1,cha,1,1
3,0,4,2,1,.333,3,.250,8,0,,0,201404160CHA,19:41,0,2,Gary Neal,nealga01,-6,5,2,cha,1,4
1,0,0,4,0,,0,.667,6,0,,0,201404160CHA,18:26,1,0,Cody Zeller,zelleco01,+3,8,1,cha,3,1
0,0,1,1,1,.500,2,.333,3,0,,0,201404160CHA,13:05,0,2,Luke Ridnour,ridnolu01,-2,3,0,cha,0,1
0,1,5,2,0,,0,.667,3,0,.000,2,201404160CHA,11:18,2,1,Bismack Biyombo,biyombi01,-4,4,1,cha,0,7
,,,,,,,,,,,,201404160CHA,Did Not Play,,,Anthony Tolliver,tollian01,,,,cha,,
,,,,,,,,,,,,201404160CHA,Did Not Play,,,Jannero Pargo,pargoja01,,,,cha,,
,,,,,,,,,,,,201404160CHA,Did Not Play,,,D.J. White,whitedj01,,,,cha,,
