ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
3,3,10,8,4,.571,7,.500,16,1,.333,3,201701290CHI,37:15,2,3,Robert Covington,covinro01,+9,21,3,phi,1,12
12,1,4,7,0,.000,1,.500,14,0,,0,201701290CHI,36:37,0,3,T.J. McConnell,mccontj01,+7,14,1,phi,3,4
1,0,6,11,2,.286,7,.579,19,7,.778,9,201701290CHI,34:57,5,2,Ersan Ilyasova,ilyaser01,+11,31,1,phi,3,11
3,1,1,6,3,.500,6,.429,14,0,,0,201701290CHI,33:19,0,1,Nik Stauskas,stausni01,0,15,0,phi,1,1
2,3,5,6,0,,0,.545,11,0,,0,201701290CHI,24:59,1,5,Nerlens Noel,noelne01,-3,12,2,phi,0,6
1,0,2,2,0,,0,.250,8,0,,0,201701290CHI,22:16,1,2,Richaun Holmes,holmeri01,-6,4,1,phi,0,3
1,0,2,2,0,.000,3,.333,6,2,1.000,2,201701290CHI,16:27,1,2,Dario Saric,saricda01,-32,6,0,phi,1,3
1,0,1,1,0,.000,1,.250,4,0,,0,201701290CHI,14:10,0,2,Timothe Luwawu-Cabarrot,luwawti01,-19,2,0,phi,1,1
1,0,1,0,0,,0,.000,3,0,,0,201701290CHI,8:37,1,1,Gerald Henderson,hendege02,-12,0,0,phi,1,2
1,0,0,1,1,.500,2,.500,2,0,,0,201701290CHI,6:16,0,1,Sergio Rodriguez,rodrise01,-12,3,0,phi,1,0
0,0,0,0,0,.000,1,.000,2,0,,0,201701290CHI,5:07,0,0,Chasson Randle,randlch01,-8,0,0,phi,0,0
,,,,,,,,,,,,201701290CHI,Did Not Play,,,Jahlil Okafor,okafoja01,,,,phi,,
,,,,,,,,,,,,201701290CHI,Not With Team,,,Joel Embiid,embiijo01,,,,phi,,
7,0,6,8,0,,0,.444,18,12,.800,15,201701290CHI,38:35,2,2,Jimmy Butler,butleji01,+13,28,4,chi,3,8
2,3,5,9,0,,0,.692,13,3,1.000,3,201701290CHI,31:22,4,2,Robin Lopez,lopezro01,+16,21,0,chi,0,9
6,0,4,6,0,,0,.500,12,2,1.000,2,201701290CHI,26:17,2,1,Dwyane Wade,wadedw01,0,14,3,chi,4,6
0,1,0,2,1,1.000,1,.500,4,0,,0,201701290CHI,17:06,0,2,Jerian Grant,grantje02,-8,5,0,chi,1,0
1,0,5,2,0,,0,.333,6,0,,0,201701290CHI,13:59,1,1,Bobby Portis,portibo01,-6,4,0,chi,0,6
0,0,3,5,3,.600,5,.625,8,0,,0,201701290CHI,29:25,0,0,Paul Zipser,zipsepa01,+20,13,0,chi,0,3
2,0,2,6,1,.333,3,.600,10,0,,0,201701290CHI,25:55,1,1,Nikola Mirotic,mirotni01,+15,13,1,chi,1,3
10,1,5,2,1,.500,2,.222,9,3,.750,4,201701290CHI,21:11,0,0,Rajon Rondo,rondora01,+14,8,0,chi,0,5
0,0,3,5,2,.667,3,.556,9,2,1.000,2,201701290CHI,19:56,0,0,Doug McDermott,mcderdo01,+4,14,0,chi,0,3
1,0,6,0,0,,0,,0,1,.500,2,201701290CHI,16:14,0,2,Cristiano Felicio,feliccr01,-3,1,0,chi,1,6
,,,,,,,,,,,,201701290CHI,Did Not Play,,,Michael Carter-Williams,cartemi01,,,,chi,,
,,,,,,,,,,,,201701290CHI,Did Not Play,,,Isaiah Canaan,canaais01,,,,chi,,
,,,,,,,,,,,,201701290CHI,Did Not Play,,,Denzel Valentine,valende01,,,,chi,,
