ast,blk,drb,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,gm,mp,orb,pf,player,player_id,plus_minus,pts,stl,team,tov,trb
9,1,9,7,1,.143,7,.412,17,3,.500,6,201611250NYK,45:18,0,0,Nicolas Batum,batumni01,+3,18,0,cho,2,9
3,0,4,7,0,.000,5,.438,16,3,.600,5,201611250NYK,32:14,1,3,Kemba Walker,walkeke02,-2,17,4,cho,3,5
1,1,2,4,0,,0,.667,6,1,.500,2,201611250NYK,29:17,0,2,Michael Kidd-Gilchrist,kiddgmi01,-13,9,0,cho,2,2
2,0,4,7,0,,0,.700,10,1,.250,4,201611250NYK,23:29,2,3,Cody Zeller,zelleco01,-2,15,0,cho,1,6
0,1,1,3,1,.500,2,.600,5,1,1.000,1,201611250NYK,16:43,1,1,Marvin Williams,willima02,+2,8,0,cho,0,2
4,0,7,3,1,.143,7,.214,14,6,1.000,6,201611250NYK,39:55,2,1,Frank Kaminsky,kaminfr01,-4,13,0,cho,3,9
3,0,1,7,5,.833,6,.636,11,0,,0,201611250NYK,32:33,1,1,Marco Belinelli,belinma01,+2,19,1,cho,1,2
3,0,3,4,0,.000,2,.444,9,0,.000,1,201611250NYK,24:55,0,2,Ramon Sessions,sessira01,+2,8,1,cho,0,3
0,1,5,1,0,,0,.200,5,2,1.000,2,201611250NYK,20:33,3,1,Roy Hibbert,hibbero01,+2,4,0,cho,1,8
0,0,0,0,0,,0,,0,0,,0,201611250NYK,0:03,0,0,Spencer Hawes,hawessp01,0,0,0,cho,0,0
,,,,,,,,,,,,201611250NYK,Did Not Play,,,Treveon Graham,grahatr01,,,,cho,,
,,,,,,,,,,,,201611250NYK,Did Not Play,,,Brian Roberts,roberbr01,,,,cho,,
,,,,,,,,,,,,201611250NYK,Did Not Play,,,Jeremy Lamb,lambje01,,,,cho,,
5,1,12,14,3,.500,6,.560,25,4,1.000,4,201611250NYK,41:09,1,2,Carmelo Anthony,anthoca01,+7,35,2,nyk,2,13
5,1,1,6,0,.000,1,.462,13,4,.800,5,201611250NYK,38:07,2,1,Derrick Rose,rosede01,+7,16,1,nyk,3,3
2,0,1,4,2,.500,4,.400,10,2,1.000,2,201611250NYK,37:40,1,2,Courtney Lee,leeco01,+13,12,2,nyk,1,2
2,3,6,6,4,.500,8,.375,16,0,,0,201611250NYK,33:40,2,4,Kristaps Porzingis,porzikr01,-12,16,1,nyk,3,8
1,0,5,3,0,,0,.600,5,0,,0,201611250NYK,17:59,4,3,Joakim Noah,noahjo01,-9,6,1,nyk,0,9
2,0,3,0,0,.000,4,.000,6,2,1.000,2,201611250NYK,24:27,1,2,Mindaugas Kuzminskas,kuzmimi01,+13,2,1,nyk,0,4
2,1,7,3,0,,0,.600,5,0,,0,201611250NYK,19:44,2,3,Willy Hernangomez,hernawi01,+16,6,0,nyk,4,9
3,2,3,4,0,,0,.571,7,0,,0,201611250NYK,17:01,0,2,Kyle O'Quinn,oquinky01,-10,8,0,nyk,0,3
1,0,1,4,1,.500,2,.667,6,0,,0,201611250NYK,15:52,0,1,Justin Holiday,holidju01,-11,9,1,nyk,1,1
3,0,3,1,1,.333,3,.250,4,0,,0,201611250NYK,15:42,0,1,Brandon Jennings,jennibr01,-8,3,0,nyk,2,3
0,0,0,0,0,,0,,0,0,,0,201611250NYK,3:39,0,0,Sasha Vujacic,vujacsa01,+4,0,0,nyk,0,0
,,,,,,,,,,,,201611250NYK,Did Not Play,,,Ron Baker,bakerro01,,,,nyk,,
,,,,,,,,,,,,201611250NYK,Did Not Play,,,Maurice Ndour,ndourma01,,,,nyk,,
